你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗
您好 请 讲   哎 你 帮 我查 一下 我 这个 电话号码 那个 是 什么 套餐 的   呃 您 现在 这个 号码 现在 用 的 是 飞享 八块 套餐 八块钱 对   啊 三块 钱 噢
您好 请 讲   呃 帮 我 看看 我 有 办 什么 套餐 就是 呃 有 一个 什么 短信 什么 费 三十三 块 总共   短信 嗯   您 是 什么 时候 的 昨天 呢
您好 您 说   喂 我 都 什么 地方 什么 无线 业务 那个 会员   呃 咪 咕 会员 这个 您 是 要 您 是 已经 登记 过 了 月底 取消 之前 是 八月份 的 活动 已经 有 预约 过 了 月底 关闭 啊   对 啊 我 不要 的
您好 您 请 讲 噢 八十八 吧 噢 帮 您 跟 安心 心 按键   我刚 有 收到 一条 短信 说 我 的 宽带 要 到期 了   嗯 嗯 那 您 现在 这边 是 来电 确认 一下 是不是 要 靠 呃 是不是 要 到期 对 吗   噢 我 好像 原来 是 是 办 两年 的 你 帮 我查 一下 好 的
您好 请 说   呃 我 想 问 一下 我 这 张卡办 的 什么 业务   稍等一下 感谢 耐心 等待 帮 您 看 了 一下 这个 号码 下个月 剩 一个 五十八 的 套餐 还有 一个 是 两块钱 来电 提醒   那 我 可以 把 那个 五十八 的 套餐 取消 吗
您好 请 说   呃 我 这个 是不是 给 我 开通 了 咪 咕 彩印 还有 什么 来电 提醒 那些 吧   没有 看 一下 呃 对 它 这个 有 来电 提醒 还有 这个 彩印 咪咕 特级 会员 这 几个 业务   全部 给 我 取消 掉 块
您好 请 讲 呃 喂 您好 呃 您好   那个 呃 我 这个 号码 是 我 开 来电显示 这个 功能 是不是   我 看 一下 您 稍 等 恩 好 的 这边 查询 是 有 开通 的   噢 那 你 能 帮 我关 了 吗 我 不是 很 需要
嗯 您好 请 讲   哎 你好 呃 我 你 能 帮 我查 一下 这个 有 别的 业务 吗   这个 是 三十八 套餐 然后 您 上面 有 一个 我 看 一下 有 一个 来电 提醒 跟 彩印 其他 没什么 了   呃 来电 提醒 发 已经
你好 什么 需要 帮助   你好 请问 下 麻烦 你 帮 我查 一下 那个 嗯 因为 我 这个 卡刚 换 的 呀 就是 用 了 一两个 月 过后 是 什么 东西 要 取消 的 诶 诶 那 那边 能 看 得到 吗   好 的 没 问题 它 是 有 一个 彩印 来电 提醒 咪 咕彩铃 这 三个 到期 了 可以 取消 掉 了   彩铃 啊 对 没错
您好 很 高兴 服务 您好   诶 小姐 呃 这个 电话号码 那个 那个 额是 什么 套餐 呢   您 目前 用 的 是 四 g 飞享 的 三十八 元 套餐   好 那 流量 有 多少
那 这么 说   喂 你好   卡 就   诶 那 那个 你 要 帮 我 查找 一下 这 部手机 在 那 里面 有 什么 扣费 功能
你好 您好 很 高兴 为您服务 您好 什么 可以 帮助 您 的 诶 您好   想 问 一下 能 不能 帮 我 开通 一下 那个 叫 什么 那个 就是说 我 没用 就是说 看到 没 信号 那种 自动 活动 余额 和 路由器 一下 网络 信箱 是 吧   您 是 要 来电 提醒 还是 语音信箱 来电 提醒 是 关机 跟 没 信号 别人 打 您 电话 没 接到 那 你 二十四 小时 之内 开 机会 收到 短信 提醒您 什么 号码 给 您 在 什么 时间 来过 电话   噢 那 就 来电 提醒 吗
您好 请 讲   喂 你好   额请 说   我 我 现在 那个 套餐 是 是不是 改了
您好 请 讲   诶 你好 麻烦 你 帮 我查 一下 我 这个 号 它 有 什么 增值 业务 什么 流量 共享 功能 费 啊   嗯 嗯 噢 帮 您 看 一下 请稍等 嗯 这个 就是 您 有 添加 流量 共享 上个月   诶 我 现在 不要 了 你 帮 我 把 这个 功能 取消 掉行 吗
嗯 很 高兴 您 服务   请问 我 流量   您好 请 说 啊 你好 帮 我查 一下 我想查 另外 一个 卡 那个 套餐 是 什么 套餐 的 可以 吗 密码 知道 吗   我 是 这样
您好 请 说 听 得到 吗 那 今天 开通   啊 你好 请问 下 就是 我 这个 手机 除了 那个 套餐 之外 还有 什么 要 收费 的 业务   请 您 现在 的 帮 您 查询 您 的 套餐 十八块 除了 套餐 以外 的话 我 看 一下 噢 除了 套餐 以外 的话 这边 查看 一下 没有 定制 收费 的 业务 了 啊   套餐 能 不能 改成 那个 八块钱 那个
啊 您好 您 请 讲   诶 你好 呃 就是 我 这台 手机 现在 是 什么 套餐 你 帮 我查 一下   八十八 的 商旅 套餐 每个 月 三百五十 分钟 流量 三百 兆   你 帮 我 把 这个 取消 掉
嗯 你好   喂 您好 我 想 请问 一下 我 现在 的 手机 的 流量 套餐 是 有 一个 五十元 一 g 省内 的 然后 新飞 享 五十八 元 的 省内 的 然后 还有 一个 国内 的 五十元 四 的 那个 套餐 是 吗   对 的   然后 呢 我 想 问 一下 就是 哪 一个 会先 使用 呢
您好 请 说   哎 你好 你 帮 我查 一下 我本 机号码 是 什么 套餐 呢   您 这 是 很早 之前 的 神州行 大众卡 的 套餐 套餐 费是 十二块 钱 一个月   噢 那个 呃 那 你 就 帮 我 改 那个 现在 的 飞享 十八 套餐 就是 呃 一 百兆 十
噢 请 讲   啊 喂 你好   什么 东西   用 你好 我 想 那个 查 一下 那个 我 这个 电话 使用 的 套餐 是 什么 套餐
您好 什么 可以 帮 您   接电话 交 那个 喂   哎 您好   我 之前 不是 订 了 两个 六十块 钱 套餐 吗
您好 请 说   诶 帮 我查 一下下 我本机 是 什么 套餐   本 机 十八元 套餐 四 g 飞享 十八元 嗯 嗯   噢 按 按 不 不 不 那个 现在 有 有 有没有 人帮 我 改 六块 套餐 呢
您好 请 讲   诶 您好 我 意思 是 我 请问 一下 帮 我查 一下 我 的 套餐 是 多少 的   本 机 的话 是 十八 的 套餐   十八 的 套餐
还是 按 十块钱 声音 口 出去 诶 你好 帮 我 把 那个 他 把 相关 功能 费给 我 取消 掉 吧   呃 什么 功能 费   这 一个月 是不是 上面 有 一个 校讯 通缩 什么 还有 个家校 互联 啊 功能 费 吗   嗯 成长 帮手 跟校 讯通 要 取消 哪 一个
行 早上好 请 说   你好 我查 一下 我 有没有 开通 国际漫游   恩好 的 请 您 稍 等 我 帮 您 看 一下 嗯 以后 您 这边 有 开通 国际漫游   我 手机 现在 话费 余额 多少
您好 什么 可以 帮助 您 问 一下 我 这个 是 什么 套餐 可以 跟 我 讲 一下 吧   八十八 的 套餐 啊 就是 包含 一千两百 分钟 通话 五 g 流量 跟 来电显示 呢   八十八 套餐 是 吗 还有 呢   还有
您好 请 说   喂 您好 你 帮 我查 一下 我 现在 这个 号码 开通 了 都 有 什么   您 现在 开通 了 只有 个 基本 套餐 五十八 元 的 套餐 然后 呢 有 一个 恩有 一个 三块 钱 的 彩印 功能 还有 彩铃 功能 五块 彩印 三块 其他 服务 没有 了   就 把 这 两个 给 我 下 了 好不好
请问 有 什么 可以 帮 您 嗯   你好 我 想 问 一下 本机 的 什么 增值 服务 啊   话费 的 好 稍等一下 有 那个   其他
你好   你好 你 帮 我查 一下 我 这个 套 套餐 里面 现在 什么 套餐   套餐 您 这个 十八元 的 套餐 还有 参加 了 我们 一个 流量 的 活动 优惠 然后 我 看 一下 没有 其他 业务 收费 了 噢   流量 的 一个 优惠 是 什么 流量 每分钟
你好   喂 你好   啊 您 说 哎   你好 麻烦 嗯 麻烦 你 帮 我查 一下 噢 我 这 张卡 的话 除了 套餐 以外 有没有 开通 其他 要 收费 的 业务 啊 好 的
您好   喂 你好 你 诶 你 帮 我查 一下 我 这个 手机 有 开通 什么 业务   那 银行卡 月租 五十 然后 有 一个 腾讯 视频 的 流量 这个 二十四块 钱要 不要 退掉 啊   退掉
您好 请 说   喂 你好 恩 你好 呃 我 我 我 想 问 一下 我 这个 手机 套餐 是不是 八十八   对 是 八十八 的   我 可不可以 改 一下 改成 五十八 我 现在 好像 没 怎么 打电话
哎 您好 很 高兴 为您服务   诶 我 想 问 一下 我 这 套餐 是 什么样 的 套餐   套餐 现在 这个 号码 动感地带 网聊 十三块 钱 的 套餐   保底 消费 十三 包括 来显 吗
您好 请 讲 喂 你好   嗯 嗯 就 我 这个 手机号 有没有 订 什么 套餐 这些 东西 就 没有 什么 增值 业务 什么   一个 什么 腾讯 的 会员 什么 有 吗 没有 什么 腾讯 会员 您 这个 号码 就 基本 套餐 八块 来电 提醒 跟 彩印 其他 业务 都 没有 噢 那 谢谢 啊 其他 没 了 谢谢 恩好 的 那
嗯 您好 请 说   啊   恩 你好   啊 帮 我查 一下 我 那个 什么 流量 没有 啊
您好 很 高兴 为您服务   喂 你好 我 问 一下 我想 问查 一下 我 一个 那个 流量 包 还有 没有 还有 没有 再 再 用   帮 我 看 一下 流量 包 三十八 是 五百 兆 的 啊 您 还有 办 了 一个 师傅 或者   呃 十块 的 那 你 帮 我 取消 掉 吧
你好   你好 问 一下 再见 我 现在 这 部手机 的 那个 套餐 是 多少 元 的 套餐 啊   呃 您 是 三十八 的   一直 都 是 五十八 的 名义 申请 八十八 的 呀
啊   你好 你 帮 我 看 一下 我 这个 号码 是 什么 套餐   噢 十三元 的 超级 网聊 套餐 是 很早以前 旧版本 套餐 了   十几块 啊
您好 高兴 为您服务 您好   诶 我 想 问 一下 我 这个 手机 有没有 开通 那个 国际漫游 国际漫游   稍等一下   好
您好 请 讲   噢 您好 我 请问 一下 我 那个 流量 我 之前 有包 的 是 什么 流量   有办 一个 五十块 钱 的 流量 活动 嗯 我 看 一下 啊 可能 是 五十块 钱 一个月 然后 每个 月 给 您 返还 四十元 您 自己 只要 花 十块钱 的 这个 活动   那 几 g 啊
挺   您好 请 讲   请问 帮 我查 到 十元 加油 包   开通 十块钱 一 百兆 的 加油 包是 吗 呃 开通 完 马上 生效 月底 自动 取消 的 呃 那 流量 如果 没有 使用 完它 是 不 累积到 下个月 的 噢 好 帮 您 办好 了 已经 生效 了 现在 就 可以 用 了 恩 还有 什么 可以 帮助 您 的 呢
您好 请 讲   呃 您好 请问 一下 就是 我 手机 刚刚 办好 办理 了 那个 携号 管理 那 我 现在 下个月 是不是 只有 他 办理 的 那个 三十 八块钱 的 套餐   哎 十号 了 之前 套餐 我 看不到 啊   您 看不到 是 吗 噢 那 我 只能 在 谢谢 再 看 一下 是 吧
嗯 您好   一个 问 一下 我 现在 订 了 就是 我 刚才 是 用 了 几个 那个 三块 钱 三块 钱 五百 兆 的 那个 小时 包   嗯 三个   但是 那个 帮 我 取消 掉 两个 号 我 这边 王卡 没 显示 说
您好 请 讲   噢 我 这 张卡 是不是 呃 八十八 元 套餐 的   嗯 对 新飞 享 八十八 套餐   然后 就是说 呃 三百 分钟 免费打 然后 还 还 赠送 六百 分钟 对 不 对
请 您好 很 高兴 为您服务   喂 您好 麻烦 你 帮 我 查询 一下 我 目前 十月份 用 的 套餐 我 有没有 更新 电话 了 十一月份 还是 用 十月份 的 套餐 吗   更新 电话 二 您 现在 使用 的 是 三十八 套餐 到 下个月 的话 还是 用 三十八 元 的 新飞 享 套餐 没有 变更 都 没 变更 噢 是 没错   呃 我 我 是 不想 变更 但是 好像 有 有 误操作 给 它 变更 了 我 不 知道 有没有 可以 受理 成功
您好 请 讲   嗯 你好 我 问 一下 那 我 现在 这个 是 什么 套餐 啊   噢 五十八 的 飞享 套餐   五十八 能 不能 改 三十八 的
哎 你好 你好   问 一下 我 这个 套餐 是 说 那个 现在 是 八十八 的 套餐 是 吧   对 三百五十 分钟 三百 兆 的   那 你 现在 能 不能 改成 流量 比较 大 的 那 另外 什么 套餐
哎 您好   喂 帮 我查 一下 这个 号码 一个月 有没有 那个 套餐 啦 一个月 月租 是 多少 钱 呐   呃 基本 套餐 一个月 是 五 十八块 的   噢 五十八 还有 没有 那个 套餐 费 啊
您好 请 说   喂 你好   您好   帮 我查 一下 本 机 那个 一个月 是 多少 的 的 套餐
唉呀 您好 您 请 讲   哎 喂 你好 我 好像 今天 二十 帮 我 开通 那个 什么 和 加油 包有 什么 套餐   什么 套餐   和 校园
嗯   那个   您好 请 讲   嗯 请问 一下 我 这 我 这 张卡 它 上面 有没有 办 宽带
你好   我 也 因为 花 三十元 套餐 那种 套餐 的 我 要 咨询 一下 这个 手机 有 什么 套餐   现在 用 的 就是 三十八 套餐 女士   就是 要 现在 要 添加 一个 流 上网 的 嗯 可以 呀
您好 很 高兴 为您服务   你 帮 我查 一下 我 这个 什么 流量 套餐 流量 的 套餐 吗   嗯 嗯   订 了 我 也 不 呃 永定 的 什么 流量 套餐
啊 好 下午 好   你 帮 我 看 下 我 这个 有 什么 业务   您 这边 除了 这个 基本 套餐 之外 有 一个 呃 那个 爱奇艺 那个 视频 流量 包   不要 关掉 就 可以 了
您好 请 说   我 我 你 帮 我查 一下 看 下 有没有 包 开通 那个 四 小时 五百 兆 的 那个 流量   恩对 有 啊   已经 开通 了 是 吗
幺 您好 请 说   呃 您好 我想查 一下 我 这个 手机 是不是 有 办理 那个 家庭网   呃 我 帮 您 查询 稍等一下   好好
您好 很 高兴 服务 您好 您好 请 说   哎 你好 我 的 那 手机 里面 都 开通 了 什么   嗯 您 稍等一下 马上 查询 呃 目前 查询 一下 您 现在 基本 套餐 是 我们 三十 八块钱 飞享 套餐 还有 个 您 之前 的话 有 开通 一个 是 二十四 元 的 视频 流量 包是 那个 咪咕 视频 的 这个 是 到 明年 的 九月 一号 结束 然后 还有 一个 是 那个 来电 提醒 其他 的 没有 什么 业务 了   我 比如说
您好 请 讲   诶 喂 您好 高兴 为您服务 你 帮 我 看 下 我 这 手机 是不是 有个 两城 一家 的 套餐 啊   是 的   噢 那 你 帮 我 取消 掉 一下 吧 噢
您好 请 讲   诶 喂 你好 我 想 咨询 一下 我 这个 是 现在 是 什么 套餐 了   好 我 看 一下 哈订 您 套餐 是 八十八 的 另外 还有 个 流量 包 还有 一个 短信 套餐 来电 提醒 什么 的   我 是 八十八 的 嘛 后来 一个月 怎么 扣 一百多块
你好 请 说   喂 您好 帮 我查 一个 手机 套餐 的话 是   立即 关掉 好 吧 我 就 听不懂 听得 不是 很 清楚   喂
嗯 您好   诶 你 你好 帮 我查 一下 我 现在 这个 电话号码 用 什么 套餐   现在 是 八块钱 的 套餐 三十分钟 通话 跟 来电显示   八十八 元 的 套餐 是 吗
您好 请问 什么 可以 帮助 您   你好 我 想 问 一下 我 这个 手机号码 有 什么 服务 密码 初始密码 是 多少   呃 要 自己 设置 我 看 一下 噢 您 现在 在 福建省 内 吗   对 啊
你好 有 什么 可以 帮 您 请 说   我 已 那个 移动 通信 的 那个 是 什么 那个 话费 是 哪里 来 的   呃 那 就是 要 看 流量 方面 的 使用 情况 哈 您 这个 使用 情况 上个月 超 了 二十一 块钱 的 流量 费   噢 那 是 流量 都 没 那边 超出 那边 出来 呀
您好 请 说   呃 你 帮 我查 一下 我 现在 这个 套餐 有没有 闲时 流量   本机 是 吧 我 看 一下 哈 嗯 您好 我 帮 您 查 了 一下 您 说 的 是 夜间 的 那个 闲时 流量 吗   对
您好   诶 你 帮 我查 一下 我 这 手机 开通 了 哪些 套餐 啊 就 扣费 的   嗯 嗯 好 的 目前 您 的 月租费 每个 月 一百二十八 块钱 还有 个 流量 包 三十 流量 包 三个 啊   呃 那 你 帮 我 流量 包都 关掉 吧
哎 你好 麻烦 你 帮 我查 一下 我 这 张卡有 开通 什么 业务   好 的 您 稍 等   这个 套餐 有 八十八   有 开通 的 是 一个 家庭 宽带 其他 的话 帮 您 查询 了 一下 还有 加入 是 永安 的 一个 是 那个 郑 永定 的 政府网
