你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块 六块 是 什么 东西 啊   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗   什么 阅读
很 高兴 为您服务   诶 我 问 一下 我 这个 换 本地 的 号码 套餐 什么 套餐   三十八 的 套餐 一点 五 g 的 省内 流量 三百 分钟 的 本地 通话 这种   三十八 套餐 呀 没有   是 的   哎 那 我 这个 能 不能 转 成 十八块 套餐 嘞 这 一点   稍等一下 我 帮 您 看 一下   这是 上周 不到 营业厅 吗 没有 五十多 你 你 跟 他 里面 有 两百 分钟 通话 一 g 多 的 流量 肯定 超过 这 分钟 数 了 你 可能 没有 打电话 也 没 打电话 给 我
嗯 您好 请问 什么 可以 帮助 您   你 帮 我 呃 这个 手机卡 有没有 开通 那个 移动 流量 包 啊   呃 没有 就 十八块 里面 赠送 的 一 百兆 其他 都 没有   噢 它 这个 套餐 这个 卡是 什么 套餐 呢   嗯 就 十八块 钱 的   十八块 钱 里面 赠送 一 百兆 的   对 是 的   噢 号 好 谢谢 啊
嗯 嗯 再见 您好 很 高兴 为您服务   诶 您好 小姐 能 不能 帮 我查 一下 我 妈妈 手机号码 这个 幺 三五 九九 零三 二 幺 八 零 这个 是 什么 套餐 啊   幺 三五 五 九九 零三 二 幺 八零是 吗   对 对 对 对   那 请 您 根据 语音 提示 帮 您 母亲 的 密码 输 一下 好 吗   那五 八八 说 没有 密码 啊   噢 那 都 有 可能 他 没有 去 关注 那 不然 您 就 用 他 的 手机 打 过来 就 不用 密码 直接 帮 您 查   他 的 手机 我 没 办法 打 他 那个 什么 那个 老人 机 啊 我 按 零 按 零 老 是 操作 不了 啊
您好 请 讲   喂 你好 帮 我查 一下 我 这个 下个月 开始 是 五十八 的 套餐 是 啊   您 这边 下个月 是不是 五十八 的 套餐 这边 查询 是 的 您 已经 改成 五十八 的 了 五十八   是不是 只有 我 一百五十 分钟 啊   对 一百五十 分钟 一百五十 兆 的 流量   这个 不够 啊 我 现在 要 保底 九十块 我 问 一下 如果 我 现在 改为 八十八 的 有没有 更 高 的 分钟 数   更 多 的 分钟 数 或者 更 多 的 那个 八十八 另外 的 一种 是 三百五十 分钟 三百 兆 流量   三百五十 分钟 三百 兆 流量 是 吧
您 阖家幸福 您好 诶 你好   我 想 问 一下   现在 就是 我们 这个 手机 还有 什么 送 宽带 业务 的 吗 送 宽带 是 吗 宽带 那个 套餐 要 捆绑 啊   我们 套餐 是 多少   到 七十九 里面 有 送 宽带 的 七十九 啊 嗯 最低 消费 是   多少   五十 兆 的 五十 兆   噢 对 那 我 这个 到 账 三天 七十九 元 嘛 就 这 张卡
为您服务 诶 你好   喂 你好 你 帮 我查 一下 我 这个 嗯 八十 八块钱 的 套餐 到 什么 时候 到期 好   你好 之前 的 活动 是 二零一 八年 一月 一号 就 结束 了 就 到 今年 十二月份 噢   二零一 八年   就 到 十二月份 吗 二零一 八年 一月 一号 就 就 就 这 活动 就 到期 了   噢 就是 十二月份 是 吗   对 对 对   噢 那 到时候 的话 我 可以
您好 请 讲   诶 你好 我 想 问 一下 我 刚才 订 的 那个 就是 网上 包 两块钱 一 g 的 四个 小时 现在 有没有 生效 啊   已经 生效 了 可以 用 了 噢   噢 就 问 一下 哈   已经 是 我 您 放心使用   那 为什么 我 的 那个 流量 秘书 那边 没有 看到 这个 呃 流量 啊   流量 秘书 没 那么 快 平常 您 呃 如果 订 成功 以后 他会 收到 信息 就 可以 用 了   噢 那 可以 可以
早上好 请 讲   嗯 你好 我 想 问 一下 你 我 这个 你 帮 我 有 什么 开通 有 什么 业务 的 有没有 这边 哎要 收费 的 啊   您 稍 等 我 看 一下 啊 本 机号码 的 业务 除了 您 的 呃 您 下个月 是 改成 了 这个 三十八 的 套餐 那 其他 收费 业务 就 没有 啦   诶 那 那 我 每天 怎么 都 都 要 去 了 呃 那个 一块 多 那个 扣费 扣扣 什么 费 那个   您 这个 号码 的话 在 没有 改 这个 套餐 之前 有 按天 收费 的 业务 我 看 一下 来电显示 一个月 六块钱 按天 扣 当 其他 就 没有 啊   其他 没有 收费 啊   其他 收费 业务 的话 是 流量 五块 钱 它 是 月初 一次性 扣 然后 每个 月 的 语音 保底 打电话 您 要 达到 十块钱 打电话 的 费用 它 是 实时 扣费 其他 没有   噢 那 那 我 这个 那个 送来 那个 流量 要 我 要 停 了 要 不要 收费 的
嗯 那 您好 请 讲   诶 您好 嗯 能 不能 帮 我查 一下 我 这个 套餐 我 这个 月 没有 来电 提醒 啊 一个 定向 业务 啊   你 这边 是 没有 开通 来电 提醒 的   可是 我 的 手机短信 有 收到 是 怎么回事 啊   有时候 状态 是 按次 点点 到 的 才 会 有   那能 不能 把 这个 取消 掉   好 可以 那 你 稍等一下   嗯
喂 你好   呃 那个 我 请问 下 我 手机 是不是 有 那个 网络 限速 啊   看 一下 哈 您 稍 等   啊 喂   诶 我 帮 您 看 一下 啊 对 是 的 有 现出 了 我 发短信 给 您 发   过去   您 根据 短信 取消 一下 哈   呃 你 帮 我 解答
您好 高兴 您 服务   喂 你好   哎 你好 我   啊 我 这个 手机 的 有 什么 套餐 什么 的 有没有 这个 本机 的   有个 基本 套餐 费 就 就 一个月 十八块 钱 的 然后 的 其他 业务 目前 就 没有 了 这个 套餐 费 十八元 噢 你好 帮 我查 一个 家庭网 的 哎   噢 那 是 全部 帮 我 取消 了 就 就 就 留 一个 来电 来电 那个 来电 提示 那个 套餐 是 可以   而且 因为 基本 套餐 费 十八块 这个 是 没法 取消 掉 您 加 加号 了   噢 家庭网 取消 了
四 g 功能   您好 您 请 讲   喂 你好   诶 您好   我 想 问 一下 这个 卡嘛 不是 这个 是 流量 卡 吗 怎么 呃 用 了 四十多 mb 的 还 剩 五十六 m 比 啥意思   啊 不是 它 那个 是 一 百兆 另外 给 您 送 了 一 百兆 流量 然后 您 现在 是 本地 无线 上网 您 人 在 本地 在 外地 呢   本地 上网 啊   在 厦门人 在 厦门 是 吗
您好   诶 你好 请问 啊 帮 我查 一下 我 这个 套餐 还有 开 了 什么 功能 啊 我   前   好像 前 一段时间 交了 一百多块 钱 现在 怎么 不足 余额 不足 十五元 的 你 帮 我查 一下 看看   因为 是 这 样子 您 这边 话 呃 帮 您 看 了 一下 您 除了 一个 基本 套餐 之外 额外 还 点播 到 一个 移动梦网 的 点播 功能 这个 帮 你 关掉 好 吗 还有 一个 新闻 新闻 评论 这 也 关掉 您 看 可以 吗   可以 还有 什么 呢   还有 移动梦网 的 点播 功能 帮 您 关闭 您 等 一下 哈   啊 你 基本上 你 帮 我 这个 套餐 流 来 其余 的 全部 帮 我 关掉 呃 好 的 您 等 下 帮 您 就 把 这个 套餐 喂 你好 你 帮 我 看 一下 噢
不是   您好 请 讲   啊 喂 你好 呃 我 想 知道 就是 我 这个 手机 出 就是 有 我 办理 了 几个 套餐   嗯 请稍等 女士 您 这边 收费 的 只有 三十八 元 套餐 然后 您 有 一个 来电 提醒 三块 钱 另外 这边 有个 彩铃 还有 一个 彩印   嗯 麻烦 你 帮 我 把 就是 那个 除了 流量 套餐 以外 吧 其他 套餐 都 都 取消 掉   可以 那 就 保留 一个 三十八 元 别的 都 取消 啊   是 的   恩好 请稍等 女士 那 就 办好 了 就 剩 一个 三十八 元 的 其它 都 给 您 取消 可以 了
你好 请 说   包含 什么 增值 业务 什么 短信 包 十块钱 帮 我 扣掉 我来 彩印 三块 钱 帮 我 扣掉 了 是 吧 呃 您好 那 我 帮 您 看 了 一下 这个 业务 它 是   已经 取消 了 下 月 一号 就 没有 了   两个 都 没有 是 吧   啊 对   诶 好好 请问 还 需要 其他 帮助 呢 不管
您好 请 讲   我想查 一下 我 这 张卡 有没有 开 什么 其他 的 东西   好 的 您 这 是 一个 流量 套餐 其他 都 没有 了 他们   刚才 发 一条 信息 给 我 说 有 开 什么 彩铃 什么   彩铃 等 一下 您 本机 没有 开通 彩铃 业务 啊   都 没有   对 啊 我 这边 看 了 一下 您 本机 就 一个 流量 王 套餐 啊 啊 一天 一块钱 一 g 这个 业务 其他 业务 就 没有 开通 的 啊 谢谢 好 不 客气 好 的 祝您 阖
您好 请 说   那个 帮 我查 一下 我 这 张 这 张卡 办理 有没有 办理 什么 其他 套餐 这个 资费 是 到底 是 多少   噢 我 帮 您 看 了 下 我们 就 用 的 是 十八块 钱 的 套餐   什么 或者 这个   没收 到   呃 一 百兆 就 有 一个 的话 一百 分钟 了 然后 呢 查 得到 啊   嗯 其他 没有 了 对 没有 的   然后 刚才 我 接到 一个 一个 移动 的 电话 他 说 我 办理 了 那个 办理 的 那个 什么 三十块 钱 那个 那个 那个 什么 套餐 了 我 都 没有 啊
早上好 您 请 说 在   诶 你好 我 刚刚 帮 我查 一下 我们 刚充 了 一个 四 g 流量 套餐 这个 你 帮 我查 一下   好 您 是 说 充值 的 四个 g 的 流量 是 吗 恩 对 收到   短信 说 让 我   目前 帮 您 查 的话 没有 流量 充 进来 也 是 在 那种 微信 还是 支付宝 上面 充 的 是 吗   京东 啊   讯通 上面 您 这个 流量 都还没 充到 账 噢 行 那 我 这里 没有 显示 充值 成功 呢 您 咨询 一下 新装 客服 看看 是不是 延迟 了 有 这种 的 账单 平台 充 的话 就要 咨询 一下 他们 这钱 是 被 它们 扣 走 了 他们 还 没 还 没有 把 流量 给 您 充 进去   四 g 流量 可以 用 多久 啊
你好   喂 你好   嗯   我 想想 问 一下 我 这个 手机 上 套餐 到底 是 哪个 套餐 昨天 有发 了 九十九 套餐 幺 八 八十八 套餐 我 都 自己   买回来 了 已经 变回来 那个 八十八 了   呃 是 本来 原来 是 说 给 我 办 九十九 的 是 吗   嗯 如果 是 广州 这边 有办 宽带 然后 宽带 没 登记 的话 就 接收 八十八 就 可以 了   已经 改过来 是 八十八 的 套餐 是 吧
您好 请 讲   噢 我 想 问 一下 我 这个 手机 昨天 开通 了 那个 什么 那个 三十块 钱包 月 的 叠加 包 那个 流量 是 啊 嗯   那有 看到 了   呃 你 帮 我 取消 掉 这个 月 就 这个 月 就 好 了   好 的 帮 您 登记 次 月 失效 用到 这个 月底 为止   噢 就用到 这个 月底 为止   诶 是 的 嗯 还有 别的 什么 可以 帮 您 呢   没有 你 把 它 取消 掉 就 好 了
您好 很 高兴 为您服务   我 想 问 一下 我 现在 这个 号码 是 什么 套餐 啊   或者 是 您 这个 是 三十 八块钱 一个月 的 一百 分钟 五百 兆 跟 来电显示   我 那 里面 然后 三 五十八 的 那 你 帮 我 换成 你们 现在 不是 有 五十八 套餐 吗 帮 我 改成 五 十八块 套餐 吗 改 那个 新飞 享 五八 的 对 吗 对   呃 您 这边 内容 都 了解 过 了 吗   你 你们   那 我 给 您 改 一下 吧 呃 一百 分钟 全国 打 全国 通话 五百 兆 全国 流量 跟 来电显示 有 做 活动 额外 会 赠送给 您 三百 分钟 漳州 打 全国 跟 两千五百 七十二 兆 的 福建省 内 流量 那 这个 是 长期 永久 赠送 的 只要 您 都 在 漳州 噢 您 一个月 一百 分钟 跟 三 g 都 能 用 不会 没有 区别 您 放心 用 就行了 呃   就是 可以 可以 可以
您好 什么 可以 帮 您   帮 我 看 下 我 现在 呃 订购 了 那个 套餐 是 哪个   您 这个 月 办 的 是 三十八 的 下个月 改了 改成 八十八 的   我刚 我 是 改过 两次 一 呃 的 意思 改改 五八 然后 呢 改 八八 的 是不是   已经 用 了 话费 算 好好 好行 行行 哎行 还 需要 别的 帮助 吗 不 客气 诶 好 那 祝您 生活
您好 请 讲   诶 你好 我 想 问 一下 我 现在 这 部手机 那个 号码 呃 套餐 是 怎么 什么 什么 样子   那 是 五十八 套餐 里面 是 有 办 了 就是 四百 分钟 三 g 的 流量   那 还有 一个 六百 兆 的 流量 十块钱 你 帮 我 删除 了 吧   可以 啊 稍等一下 不 可以 帮 您 删掉 了   嗯 这个 是 另外 的话 还有 十块 的   对 对 对   啊 这个 是 是 省内 呃 是 国 国内 的 呢
前面 也 上面 都 没有 亮 没有 喂 你好 哎 你好 先生   诶 请问 请问 我 这卡有 哪些 业务   稍 等 我 看 一下   营业厅 里面 两 毛钱 财经 对 吧 号码   一个 七十九 元 套餐 短信 包 三块 钱 来电 提醒 两块钱   六八 噢 那个 能 不能 把 那个 嗯 月租 降低   您 这个 是 有 跟 宽带 绑定 在 一起 的 如果 需要 变更 的话   幺
您好 很 高兴 为您服务   哎帮 我查 一下 这个 号码 是 办 什么 业务 呢   请 您 稍 等 我 帮 您 查询 一下   嗯 嗯   没有 办理 一个 十八块 钱 的 套餐 还有 个 两块钱 的 来电 提醒 有个 彩印 功能 费 这个 是 三块 彩铃 功能 费是 六块 有个 超级 qq 功能 费是 十块   哎 这个 是 什么 时候 开通 的 这个 这些 垃圾 呀 你 能 不能 查 得到 那边 啊   彩铃 的话 是 您 在 那个 呃 买 卡 的 时候 就 开通 的 超级 qq 是 您 在 一千年 八月份 进行 一个 开通 的 那 要 帮 您 这些 业务 都 取消 掉 吗   全部 给 我 取消 掉 就是 难怪 我 这个 电话 都 没用 老人 诶 这 每个 月 都 要 几十块 几十块 到底 弄 到 哪里 去
啊   您好 请 讲   喂 您好 麻烦 帮 我查 一下 我 这个 嗯 有 有 什么 来电显示 还有 其他 什么   我 帮 您 看 一下 套餐 十八 的 来电 提醒 已经 预约 到期 自动 关了 彩铃 也 是 然后 来电显示 是 送 的 其他 包月 的话 暂时 没有 开通   其他 我 帮 您 看 就是说 那个 那个 彩铃帮 我 关掉   那 您 已经 关 了 十二月 一号 就 没有 了 之前 都 预约 关闭 了   二五 十二月 一号 才能 那 干嘛 下 不是 十一月 一号 不行 啊   它 这个 是 有 活动 的 它 有 绑定 的 到期 会 自动 关 了
早上好 请 讲   诶 你好 麻烦 帮 我 看 一下 就是 这个   手机 它   最低 消费 是   呃 您 是 要 开通 的 业务 有什是 什么 是 吗   对   我 这样 吧 除了 套餐 费 八十八 之外 额外 有 一个 来电 提醒 还有 一个 是 五十块 钱 一 g 的 流量 套餐   呃 就是 那 那个 五十块 可以 取消 吗
您好 请 说   诶 今天 呃 帮帮我 查 一下 本 机 什么 套餐 呢   转入 本机 是 新飞 享 八十八 套餐 下个月 是 吗 下个月 改成 五十八 的 商旅 套餐 一百五十 分钟 一百五十 兆 流量 的 可以 用 完   啦 你 是 说 本机 现在 是 八十八 的 是 吧
呃 您好 请 讲   好 我 就 想 问 一下 就是 我 昨天 查 那个 怎么 有 那个 什么 短信 发给 我 是 啊 什么 咪咕 阅读 那个 六块钱 那个 什么 两个 g   咪咕 阅读 就是 手机 上网 那 您 手机 我 就 上网 看 那个 呃 看 小说 啊 之类 的 这些 业务   看 小说 之类 的 业务 啊   对   那个 什么 时候 订 那个 东西   这个 咪咕 阅读 的话 我 这边 查看 您 这个 是 属于 点播 类 只要 您 没有 去 看 的话 就 不会 产生 这个 费用   额 没 看 它 就 没有 是 吧
您好 请 说   诶 请问 一下 我 这个 手机 这个 查 吗 他 就是 什么 套餐 的   的 套餐 现在 用 的 是 一个 飞享 八块钱 套餐   好好 什么 套餐   那 八块钱 的 套餐 就 三十分钟 和 来电显示   那像 这个 移动 数据 它 是 一个月 是 收入 是 多少   呢 套餐 里面 没有 流量   没有 流量 费 啊 对 二十二 一个月
您好 高兴 您 服务   噢 你 看 你 看 我 的 卡有 什么 业务   挺 好 您 稍等一下 有 开通 的 业务 是 来电 提醒 然后 你 自己 月租 三十八   那 还有 什么   没有 了 就 这 两个   那 这个 这个 流量 吗   流量 是 一点 五 g   一点 五 g 全国 的 还是
好 的 行   您好 请 讲   喂 你好 我 问 一下 我 这个 卡是 一个月 是 多少 的   好 的 您 稍等一下 哈   哎 然后 这个 流量 到 一百五十 然后 吧 的 套餐 哎 不要 好 的   对   哎   你好 女士 您好 八块 的 套餐
您好   噢 帮 我 看 一下 那个 我 手机 有开 什么 业务 帮 我 开   我 帮 您 看 一下 呃 您 目前 的话 我 帮 您 看 一下 您 这边 有 一个 三十八 的 基本 套餐 额外 还有 个 五十块 钱 流量 包 这个 业务   五十块 钱 的 是 什么 的 十块 那个 吗   跟 另外 没关系 是 本 机号码 里面 开 一个 五十块 钱 一个 g 的 一个 流量 补充 包 的 业务   啊 就 那 你 这个 帮 我 取消 掉 吧   好 的 那 帮 您 五十块 钱包 帮 您 关掉 了 关掉 完 之后 十块钱 流量 包 流量 它 只能 在 本月 使用 我 要是 没用 完 之后 就 没有 了 您 看好 吗   呃 你 这个 反正 就 就 下个月 没有 吗 是 吧
