一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   您 要 办理 的 那个 地址 哪里 报 一下   请问 好好 静安区 金 山路   十七号 省军区 第六 感觉 吗 稍等一下 七
您好 很 高兴 为您服务   诶 我 想 问 你 一下 就是 刚才 我 说 呃 我 有 接到 一个 电话 他 是 说 叫 我 那个 改 那个 套餐 他 说 是 飞享 三十八 元 的 那种 套餐 二零一七版 他 说 那里 有 一点 五 g 的 流量 还有 三 三百 分钟 的话 嗯 那个 通话 那个 是不是 真的 嘞   对 确实 有 这个   服务 他 就是 他 就是 嗯 叫 我发 验证码 嘛 后面 我 又 没发 过去
中午 好   喂 你好 哎 原先 有个 什么 叫 流量 加油 包 的 现在 怎么 不 没有 了 吗   还有 啊 十块钱 一 百兆 加油 包 还有 可以 加 的   呃 五块 钱 多少 啊
您好 您 说   哎 呦 我 可以 问 一下 我 这个 手机号 的 那个 套餐 有 那个 无线 流量 吗   无限 流量 我 帮 您 看 一下 请稍等   恩
你好 请 讲   哦 嗯 我 的 流量 用 完 了 我 回 我 想 加一点 是 有 套餐 的 嘞   噢 在家 的话 目前 上 有 十块钱 一 百兆 或者 是 多一点 的 有 三十块 钱 一个 g 然后 其他 更 多 的 也 都 有   那 一个 g 也 就 不 完 了
您好 请 说   喂 您好 我 我 这个 号码 的 这个 月 送 的 分钟 数用 完 了 现在 怎么办 啊   用 完 以后 打电话 就要 正常 计费 了 这 目前 是 没有 其他 的 这种 叠加 的 通话 包 只能 是 按照 每分钟 一毛 九 正常 计费   噢 然后 只能 消费 正常 的 每分钟 一毛九是 吧 对 现在 这边 的 收费 噢 噢 一月 有 有没有 其他 的 呃 补充 包 呢
你好   诶 你好 我想查 一下 我 这个 套餐 有 流量 吗   没有 流量   那 我 这个 套餐 是
好   喂   您好 请 说 嗯 您好   嗯 请问 一下 就是 那个 呃 我 用 手机 充值 的 那个 流量 就是 我 充值 的 省内 流量 但是 我 我 现在 现在 是 他 用 我 的 号码 是 福建 的 呃 我 给 您 看 一下 噢 这个 这个 问题 啊 就 它 那个 省内 流量 是 应该 是 福建 号码 是 直接 用
您好 请 讲   诶 问 一下 现在 是不是 流量 套餐 有没有 不 一样 的   有现 目前 您 现在 是 三十元 五百 兆 我们 现在 已经 这个 月 刚刚 提速 的 三十元 一 g 的 流量   那 我 这个 包能 不能 改 一下 可以 可以 我 帮 您 改 下个月 生效
您好 请 讲   哎 你好 你好 我 想 问 一下 你们 是不是 有 一款 三 十八块 的 套餐 呢   没错   是 三百 分钟 然后 一千五百 兆 的 流量 是 吧
您好 请 讲   哎 你好 我 问 一下 现在 有 什么 什么 什么 卡 比较 优惠 的   什么 卡 比较 优惠 您 试一下 流量 多 还是 电话 分钟 数多 还是 什么   就是 打电话 就 可以 了 我 不要 流量 呢
您好 您 说   哎 你好 我 想 问 一下 我 现在 这个 这个 里面 这个 里面 的话 那个 有 一个 四 g 四 g 的 一个 流量 包 我 这个 流量 包 的话 应该 是 国内 的 流量 包 还有 省内 的 流量 包 您 稍等一下 帮 您 查询 一下 诶 好 的 麻烦 您   您 您 这个 六十块 钱 六个 g 流量 的话 它 是 属于 全国 流量 的 所以 您 还 剩下 四千 三 四千八百 三十 兆 它 就 就是 全国 流量 您 放心   就 说 我 的 在 全国 各 地方 都 可以 用 是不是
您好 请 讲 哎 诶 那个 移动 有 一天 一块钱 的 那个 诶 那个 一一 g 的 流量 是 吧 它 那 是 新 买 一个 号码 卡要 跟 主号 绑定 付费 关系   要 新 买个 号码 卡   对   那 上网 的 时候 要 买 号码 卡 噢
噢 你好 请 说   诶 你好 我 是 那种 流量 不够 用要 怎么办 呢   请稍等 帮 您 查询 您 要 不 另外 买 流量 包 我们 现在 有 做 一个 六十元 的 流量 包 六十元 您 可以 买 六个 g 的 流量 有效期 的话 是 一百八十 天 之内 都 可以 用 的   噢 那 那 我 这个 月 不够 用要 先买 什么 比较 合算
您好 请 说   诶 你好 诶 我 是 想 问 一下 是不是 你们 这边 可以 问 那个 什么 交通 违法 的   交通违章 的话 那 您 看 一下 是 厦门 的 车 嘛 我们 这个 厦门 有 提供   我 我 的 我 是 我 的 是 龙岩 的 车 就是 车牌 是 龙岩 的 然后 是 在 厦门 违章 呢
诶 请 说 嗯   嗯 嗯 你好 我 问 一下 那个 呃 现在 有没有 什么 那 那种 的 流量 流量 套餐   流量 套餐 稍等一下 我 看 一下 好 的 呃 有 十块钱 一 百兆 三十块 一 g 的 还有 六十块 六个 g 的 您 看 要 开 多少 钱 的   吧 十块钱 的
您好 什么 可以 帮 您   诶 你好 诶 现在 有 什么 流量   您 要 另外 再开 流量 包是 吗 啊 我们 现在 有个 活动 有个 六十块 钱 六个 g 可以 在 一百八十 天 内 使用 的 您 看 下 要 不要 办理 这个   呃 不要 早 一点
早上好 请 讲 诶 你好 我 想 问 一下 那个 移动 现在 有 一个 那个 无限 流量 的 那个 套餐 是 吧 有 一百三十八 的 本地 流量 不 限量 它 那个 是 说   手机 流量 用 当地 套餐 呃 呃 二 g 的 流量 是 吗 就 先用 四 g 的 是不是 还是 说 都 是 数据 了   流量 达到 三十个 g 费 以后 它 网速 会 被 限速 掉 的   电视 高 多块 呢
您好 请 说   查 了 一下 我 想 把 套餐 得 等 下 是 次 月 生效   呃 改 套餐 都 要 第二个 月 才能 生效   是 下个月 是 吧
你好 请 说   啊 您好 我 想 请问 一下 就是 这个 这个 手机号 现在 有 三百 分钟 的 那个 语音 语音 的 那个 是 怎么回事 噢 就是 现 那 那 不是 说 拨打 电话 就 可以 免费 使用 的 吗 为什么 每次 打电话 都 用 不到 那个 呢   那个 是 要 在 漳州 本地 打 全国 在 郑州 打 的   噢 这 样子
再见   你好 请 讲   哎 你好 我 问 一下 就是 我 这个 套餐 噢 它 那个 他 说 三百 分钟 它 本地 的 那 你 帮 我查 一下   祝 陈 什么
用 了 七十五 了 很 高兴 为您服务   哎 你好 我 现在 想 问 一下 就是 移动 就是 家庭 宽带 有 什么 套餐   家庭 宽带 您 是 要 新装 我们 移动 宽带 吗 还是 什么   呃 对 我 想 咨询 一下
您 很 高兴 为您服务   我 想 问 一下 我 那个 九元 的 爱奇艺 那个 套餐 还是 多少 流量   好 您 稍 等 我查 一下 哈   好 的 不 知道
您好 您 说 请 讲 请 说   喂 你好   噢 好 的   噢 现在 流量 有 什么 安 划算 的 套餐 吗 哇
诶 你好   你好 我 想 问 什么 可以 帮到 您 的 呃 我 想 问 一下 我 这 张卡 他 有 送 的 那个 视频 三 g 流量 是 爱奇艺 的 吗   呃 请稍等 我 给 您 看看 您好 您 的 手机 上面 是 指定 爱奇艺 软件 的 没错   垃圾 软件 没错 吧
您好 高兴 为您服务   呃 我 想 问 一下 有 没 十块钱 的 流量 套餐   有 啊 十块钱 加油 包一 百兆   一 百兆 吗
您好   你好 你好 那个 澳门 那个 什么 套餐 啊   噢 它 是 有 流量 的 比如说 三天 六十八 五天 一百零八 七天 一百 四十八 的 通话 没有 原来 它 有 一些 畅听 日 套餐 暂停 掉 了 现在 没有 诶   嗯 嗯 好好 好 那 没事 谢谢
您好 请问 什么 可以 帮助 您   呃 我 我 想 问 一下 我 如果 要 改 这个 套餐 的话 我 现在 套餐 是 一 百兆 流量 的 是 吗   嗯 您 办 的 是 学习 套餐   里面 有 如果说 我 想 改 那个 现在 不是 有 那个 三十八 元 的 套餐 吗
您 你好   喂 你好 我 想 请问 一下 我 那个 手机短信 里面 收到 什么 统付 流量 还 剩余 七十 兆 是 什么 意思 啊   好 的 我 帮 您 看 一下 哈请 您 稍 等 统付 流量 就是 集团 就是 您 自己 在 外面 买 的 那个 流量 啊   我 没有 买 啊 没有 买 哪 一个 就是 自己 本来 每个 月 三十 兆 我 都 用不完 我 还 去 买 流量 干嘛
嗯 您好   喂   喂 诶 您好 很 高兴 为您服务 块 请问 一下 我 现在 改 这个 套餐 那个 有 什么 什么 具体 是 什么 什么 什么 什么 东西   您 是 要 改 这个 套餐 有 国内 流量 五百 兆 还有 省内 流量 五百 兆 还有 本地 拨打 国内 两百 分钟 另外 是 还有 送 一个 宽带 和 电视 账户 噢
您好 请 讲   喂 你好   他   现在 这种 那个 移动 移动 卡是 有 什么 套餐 是 那个 就 说 一个 什么 幺 三八 的 套餐 是 那个 流量 无限 用 的 是 吧
您好 请 说   啊 你好 呃 请问 一下 那个 现在 那个 上网 套餐 有没有 什么 比较 优惠 的   有 啊 比如说 六十块 钱 六 g 流量 半年 之内 用 完 都 可以 的   六十块 钱
您好 请 说   诶 你好 我 想 问 一下   诶 我 那边   南平 地区 五十八 套餐 到底 有 多少 分钟 话费 啊
您好 请 说   哎 你好 我 收到 一条 是 十七号 他 说 我 什么 呃 升级 什么 三星 客户 这 什么 意思 啊 有 有 什么 优惠活动 吗 诶 姓名   呃 没有 他 就是说 您 的 那个 星级 电话 变成 三星级 用户 它 只是 针对 一个 信用度 的 问题 变成 三星 用户 这个 是 没有 没有 关系 的   噢 这个 关系 啊
你好 请 讲   喂 你好 我 想 问 一下 我 的 套餐 里面 有 一个 微信 烟 什么 时候 选包 二十五 打电话 大概 是 什么 东西   vip 嗯 请稍等 我 查看 一下   呃 对
您好 请 讲 诶 你好   诶 请问 一下 那个 流量 国内 流量 跟 跟 那个 什么 省内 流量 是 什么 意思   昨天 是 说 您 只能 在 福建省 内用 国内 就 说 不管 您 在 省内 还 在 省外 都 可以 使用   那 我们 的 流量 就 一般 跟 这 我们 在 当地 用 的 那个 流量 是 叫 什么 流量 嘞
您好   诶 嗯 嗯 喂 您好   你好 请 讲   我 我 我 想 换 一个 那个 手机 那个 套
恩 您好 请 说   哎 你好 诶 可以 帮 我 把 下个月 呃 在 高 一千 与 那个 五 十几块 那个 套餐 嘛 就是 两 g 的 全国 流量 的   可以 呀 五十块 两 g 打电话 两 毛钱 一分钟   对 对 对
您好 请 讲   喂 你好   呃 您好 请 说   诶 可以 给 我加 一个 叫 什么 流量 流量 加 三十元 的 多少
你好 请 说   诶 你好 额 我 刚才 到 密码 他 说 他 说 我 这个 号码 可以 变更 成 三十八 元 套餐 然后 送 三百 分钟 的 那种 送 送 一 百兆 国内 流量 然后 一千四百 兆 省内 流量 这个 是 真的 还是 假 的   呃 有 这种 套餐 就要 三十 八块钱 的   嗯 嗯 有 这种 套餐 是 吧
您好 您 说   喂   你好   我 问 一下 那个 现在 有 什么 省内 省内 流量
嗯   嗯   您好 请 讲   诶 我 问 一下 我 这 手机号 有没有 积分 呐
你好   噢 你好 我 想 问 一下 我本机 的 这个 号码 的   噢 您 的 月租 套餐 的话 是 十八元 这 样子   诶 你 噢 每个 月 是 十八元 啊
您好 很 高兴 为您服务   哎 你好 我 的 流量 用 完 了 现在 怎么办 呢 要 加加 什么 流量 包 还是 什么   我先 查看 一下 哈稍 等   好 的
很 高兴 为您服务   喂 你好   哎 您好   哎 你好 我 问 一下 我 这个 流量 套餐 是 多少 是 多少 的
您好 请 说   喂 你好 诶 帮 我查 一下 三零四 g 流量 什么 套餐 是不是 啊   流量 您 这边 是 有 个 三十块 钱 的 五百 兆 流量   噢 能 不能 下个月 帮 我 停掉
您好 请 讲   你好 帮 我查 一下 我 那个 多少 流量 的 那个 套餐 就是 另外 的 套餐 就是 多 买 的 套餐 是 买 的 什么 套餐   就是 除了 五十元 本身 套餐 内 的 两 g 呢 另外 有 买 了 一个 七十块 钱 两 g 的 流量 包   帮 我 退掉 吧 我 他们 刚刚 不是 你们 移动 打电话 给 我 就 换 一个 套餐 那个 有 一个月 g 的 流量 这个 就够 了
您好 请 说   喂 你好   您好   要 想到 一个 信息 他 请问 那个 国内 流量 是 什么 意思
您好 请 说   诶 问 一下 我 这个 手机号 有没有 语音 套餐 可以 订   呃 什么 意思 就 把 套餐 改掉 是 吗   他 不是 你们 语音 什么 阅阅 的 套餐
卡 哼   很 高兴 为您服务   那 我 想 问下 呃 现在 什么 套餐 适合 流量 无限 使用   嗯 您 都 在 泉州 本地 用 吗
您好   哎 你好 请 帮 我查 一下 我 那个 三五分钟   送 了 多少 分钟 还 剩 多少 流量 谢谢 哎 好 的 帮 您 看 一下 您 稍 等   好 的 谢
宽带 您好 很 高兴 为您服务   喂 你好 呃 我 想 问 一下 最近 有没有 什么 比较 优惠 的 那个 流量 套餐   呃 流量 套餐 您 是 要 大概 需要 多少 呃 多少 的 下 长期 用 还是 说 就是 连续 使用   长期 用 因为 我 现在 一个月 只 剩下 三百 兆 了 有点 不够 用
您好 请 讲   对 诶 我 这个 手机号 是 那个 每个 月 是 赠送给 几分钟 那 你 帮 我查 一下   一百 分钟   只有 一百 分钟 是 啊
你好 很 高兴 服务   噢 现在 是不是 有 那个 多少 话费 七十 元 的 套餐 呢   多少 元 的 套餐 您 再 讲 一下 先生 您 要 转 哪个 套餐   三 g 的 这换 怎么 过去 的
您好 请 讲   我 想 问 一下 现在 是不是 有个 套餐 是 三十八 的 然后 有 通话 分钟 还有 流量 一 g 什么 的   对 三十八 是 有 三百 分钟 通话 现在 一点 五 g 省内 流量   那能 不能 帮 我 这 套餐 改为 这个 这个 三十八 的 套餐
您好 请 讲   诶 你好 我办 你 现在 现在 因为 我 以前 是 老 套餐 我 想 问 一下 就是说 现在 我 这种 消费 的 有没有 什么 新 套餐 呐   现在 有 新 的 那种 和 家庭 套餐 像 九十九 的 它 上面 总 的 是 本地 打 国内 电话 三百 分钟 有 一 g 的 是 全国 流量 一 g 的 是 省内 流量 然后 宽带 是 有 一 百兆 这种 是 新版 的 您 可以 到 营业厅 里面 去 改新 的 套餐   短信 套餐 我 这边 转 不了 吗
您好 请 讲   呃 就是 现在 有没有 那个 五十元 套餐 呢   无限 套餐 也 是 说 流量 没 限制 的 吗   呃 话 话费 通话 的 呢
你好 请 说 对   喂 然后 能开 呃 流量 包 啊 哎   您 是 说 这个 月 补充 的 吗   对
您好 请 讲   诶 你好 我 问 一下 就是说 家庭网 就是说 一个月 三块 钱 它 是 几个 人 你 能 能 联系 几个 号码 呀   家庭网 是 吗   呃
您好 请 说   喂 麻烦 你 问 一下 现在 那个 全球通 八十八 套餐 是 什么 什么样 的   全球通 八十八 套餐 是 吗 对 对 对 从 飞享 八八 套餐 是 有 五 g 的 流量 是 五 g 流量 在 省内 都 可以 使用 另外 还有 赠送 一千两百 分钟 通话 分钟 数 可以 用   一百 分钟 吗
嗯   您好 很 高兴 为您服务   诶 你好 现在 有 什么 那个 流量 包 吗   流量 包 比较 多人办 了 有 一款 六十块 钱 六个 g 的 它 是 一次性 扣 六十 给 六个 g 流量 然后 半年 之内 用 完 就 好 了
嗯 您好 请 说   诶 你们 有个 新秋 的 一个 什么 飞享 套餐 是 什么   噢 也 是 飞享 五十八 套餐 里面 是 有 三个 g 流量 在 省内 可以 用 然后 打电话 是 有 四百 分钟 其中 呢 有 一百 分钟 是 全国 的 另外 三百 分钟 有 要求 必须 在 莆田 本地 打 您 平时 会 不会 在 外地 经常 用 吗 出差 漫游 啊   那 我 昨天 问 你们 你们 居然 跟 我 说 没有 就 有 什么 五十 八块钱 是 五 五百 兆 跟 一百 分钟 的
很 高兴 为您服务   诶 你 帮 我查 一下 我 这个 套餐 就是 有 多少 流量   现在 您 还 参加 了 一个 流量 的 活动   就 原价 了
您好 请 说   刚才 给我发 的 这个 哎 你好 美女   噢   诶 我 问 一下 你们 那个 上 移动 的 有 那个 呃 幺 八八 套餐 那个 一千两百 二十
幺 您好 请 讲   喂 你好 请问 下 现在 有 什么 流量 包 呃 不要 那个 了   流量 包是 吧 流量 包 现在 有个 六十元 有 六个 g 的 全国 流量 有效期 可以 用 半年 的 平均 下来 就 十块钱 一个 g 这 样子   十块钱 一个 g 是 吧
您好 请 讲   嗯   恩 您好   呃 我 想 请问 一下 那个 视频 定向 流量 是 说 就 说 只能 看 视频 嘛
