你好 请 讲 其他   先生 嗯 请 讲   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗
的 我 看 一下 啊   是 吗 不 客气 帮 您 查 一下 里面 没有 手机 视频   哎 你好 它 是 携 号 的 要 等到 厦门 来 显示 有 手机 视频 业务 要 取消 我 这边 才能 给 他 个 星号 业务 手机 视频   当时 这个 用户 办理 的 业务 当中 没有 手机 视频 业务 啊
您好 请 讲   嗯 我 帮 您 看 一下 嗯 对 那 帮 您 取消 掉 是 吗   嗯 嗯 好 的   嗯 不 客气 已经 取消 好 了 下个月 就 没有 了 这个 月 还 能 还 能 用 的
你   你好   四 g 飞享 三十八 b 套餐   如果 您 是 这个 月 您 使用 的话 您 看 一下 五百 兆 够用 吗
你好   恩 还有 什么 需要 帮助 吗   这 张卡 我 帮 您 看 了 是 我们 的 自选 套餐 就是 套餐 我 帮 您 算了 一共 是 九十八 每个 月   你 要 改 什么 呢
您好 请 您 说   好 我 马上 帮 您 检查 现在 您 手机 没有 开通 来电 提醒 呢   没有 开通 来电 提醒 呢   两块 呢 就是 那个 关机 六 接电话 发短信 通知 的 现在 开通 嘛
您好 请 讲 您好 嗯 请 说 恩 看 一下   恩好 的 我 帮 您 看 一下 您 现在 本 机 套餐 呢 是 九块 钱 的 套餐 然后 包含 三个 g 的 视频 优酷 视频 流量 然后 套餐 里面 的话 额外 还有 一个 一天 一块钱 五百 兆 的 流量 包   其他 就 没有 了   对 是 的
你好 请 说   您好 您 现在 是 飞享 的 三十八 套餐 下个月 改成 了 五十八 套餐   其他 没有 了   哎
您好 请 说 你好   帮 您 查询 我 帮 您 查看 一下 这个 月 到 目前为止 的话 是 流量 扣 的   嗯 对   其他 就是 您 的 基本 包 三十 八块钱 然后 这边 有个 动漫 的 这个 业务 帮 您 撤掉 吧
您好 请 说   结果 他 消费 您 是 五十 八块钱 套餐   嗯 是 五十 八块钱 再见   省内 还是 五百 兆 流量 国内 的
哎 你好 很 高兴 为您服务 三十 号 诶 您好   呃 我 看 一下 请稍等 噢 您好 哎 呃 我 看 了 一下 您 这边 办理 的 业务 就是 基本 套餐 三十八 有 一个 是 嗯 流量 的 活动 这边 看 一下 还 没 到期 嗯 还有 一个 是 夜间 活动 下个月 也 取消 啊   没有 这个 套餐 里面 包含 的 那个 分钟 数 可以 用 流量 不能 用   多一点 五 g 的 是 对 不能 用
您好 很 高兴 为您服务 五元 月租 还有 三十五块 钱 噢 你好 诶   是 五十 啊 您好 您 的 电话 已 接通 一下 一百一十 六 了   您好 请 说   它 通话 有 一个 来电 提醒 然后 还有 一些 新 入网 送 了 一些 增值 业务 有 一个 彩铃 彩印 跟 幺 三九 邮箱
你好 需要 什么 帮助   嗯 对 您 这 套餐 七十九 的 是 属于 宽带 类型 的 套餐 啊   家里 宽带 不能 用先 不要 着急 我 帮 您 转到 宽带 专家 给 您 查 一下 什么 原因   嗯 如果 转过 去 遇到 宽带 专家 繁忙 您 可以 直接 拨打 幺 零零 八六 按 五号 键 再 按 二号 键 进入 我们 的 宽带 服务
您好 请 讲   你好 您好   嗯 帮 您 查 您 本机 是 三十八 的 套餐   三十八 六 开通 提醒 正常 包 我 帮 您 看 还有 没 开 其他 业务 还有 彩铃彩铃
您好 请 讲   付费 套餐 您 稍 等 就 开通 的 业务 是 吧 有 一个 五十元 的 流量 包是 要 取消 吗   那 这边 现在 流量 就 不能 累积 了 可以 在 本月 用 完   其实 有个 两块钱 的 来电 提醒 然后 一个 是 手机 视频 手机 阅读 跟 天气预报 这些 要 不要 一起 取消 呢
应该 没 您好 请 讲   十八元 飞享 套餐 噢 已经 是 十八元 的 是 吧   我 帮 您 查 一下 还有 一个 三元 的 短信 包   目前 暂时 没有 其他 的 那 我 上个月 消费 了 多少 钱 你 帮 我 看看 我 帮 您 查 一下 贵书 谢谢 嗯 嗯 嗯 嗯 嗯 上个月 消费 了 三十二块 两毛六
您好 请 说   好 的 没有 开 流量 包 流量 的话 一个月 是 月租 里面 一个 g 然后 另外 是 赠送 的 一个纸 没有 开通 的   嗯 是 的 您 这边 嗯 不 客气 还有 什么 可以 帮 您
您好 请 讲   嗯 没错   稍等一下 您 提示 您 的 活动 要 到 明年 的 二月 一号   对 活动 其他 嗯 我
您好 请 说   有 订购 成功 了 下个月 一号 开始 生效 先生   其他 您 这边 都 已经 取消 有个 六 g 的 流量 还 没有用完 提前 用 完 它 也 就 提前结束 了 呃 我 看 一下 还有 没有 别的 啊 感谢您 耐心 等待 其他 没有 了 还有 什么 可以 帮 您   对 就是 在 莆田市 区内 呃 在 莆田 范围 内 的话 都 是 本地 流量 不 限量 然后 您 这边 就是 基础 套餐 一个月 最低 消费 是 一百 六 噢
您好 请 讲   噢 您 稍 等 这边 马上 帮 您 看 啊 您好 这边 帮 您 看 了 一下 您 除了 一个 基本 套餐 呢 它 是 呃 有 给 您 赠送 一个 来电 提醒 的 业务 这个 是 长期有效 的 啊 除了 这个 以外 呢 还有 给 您 赠送 一个 彩印 的 业务 那 彩印   啊 对   原来 啊 不能
您好 请 讲   呃 您 现在 这个 号码 现在 用 的 是 飞享 八块 套餐 八块钱 对   恩对 八块钱 的   呃 对 是
您好 请 讲   短信 嗯   昨天   这个 月 没有 看到 什么 三十三 块 啊
您好 您 说   呃 咪 咕 会员 这个 您 是 要 您 是 已经 登记 过 了 月底 取消 之前 是 八月份 的 活动 已经 有 预约 过 了 月底 关闭 啊   噢 我 知道 下个月 就 没有 了 您 放心 当时 已经 操作 过 了 先生   对 需要 其他 帮助 诶 您 说
您好 您 请 讲 噢 八十八 吧 噢 帮 您 跟 安心 心 按键   嗯 嗯 那 您 现在 这边 是 来电 确认 一下 是不是 要 靠 呃 是不是 要 到期 对 吗   我 先 帮 您 看 了 一下 您 这 宽带 的话 我 没 看到 是 办 了 你 要 办 的 是 一年 的 呀 到 今年 十一月 一号 到期 啊   要 去 移动 营业厅 办理
您好 请 说   稍等一下 感谢 耐心 等待 帮 您 看 了 一下 这个 号码 下个月 剩 一个 五十八 的 套餐 还有 一个 是 两块钱 来电 提醒   再 改为 现在 这个 套餐 吗   嗯 不好意思 所有 的 号码 都 有 一个 基本 套餐 不能 说 不办 套餐 了
您好 请 说   没有 看 一下 呃 对 它 这个 有 来电 提醒 还有 这个 彩印 咪咕 特级 会员 这 几个 业务   稍等一下   好 那 感谢 耐心 等待 这边 已经 帮 您 取消 好 了
您好 请 讲 呃 喂 您好 呃 您好   我 看 一下 您 稍 等 恩 好 的 这边 查询 是 有 开通 的   呃 来电显示 是 别人 给 您 打电话 的 时候 您 这 知道 对方 电话号码 是 多少 这个 是 没有 收 您 的 钱 的 包 在 套餐 里面 的 您 确定 要 关掉 吗   对 它 包 在 您 套餐 里面 有没有 什还 以为 他
嗯 您好 请 讲   这个 是 三十八 套餐 然后 您 上面 有 一个 我 看 一下 有 一个 来电 提醒 跟 彩印 其他 没什么 了   已经 提醒 跟 彩印 不是 彩铃 经纬 先生 这个 不要 了 是 吗   好 吧
你好 什么 需要 帮助   好 的 没 问题 它 是 有 一个 彩印 来电 提醒 咪 咕彩铃 这 三个 到期 了 可以 取消 掉 了   到期 了 我 帮 您 取消 掉 吧 您 不用 的话   彩铃 我 帮 您 看到 您 已经 取消 掉 了 您 以前 来电 提醒 跟彩铃 都 已经 取消 掉 了 现在 就 一个 彩印 活动 到期 了 还 没 取消 掉 好好 好 麻烦 你 帮 我 取消 掉 一下 噢 行 没 问题 那 就 您 取消 好 了 还 别 需要 帮助 吗 嗯 嗯 其他 没有 了 谢谢 不 客气
您好 很 高兴 服务 您好   您 目前 用 的 是 四 g 飞享 的 三十八 元 套餐   套餐 里面 流量 每个 月 是 五百 兆   五百 兆
那 这么 说   卡 就   我 看 一下 是 吗   呃 先生 帮 您 查看 您 这 张卡 本身 是 十八元 的 基本 套餐 另外 扣费 的 业务 的话 您 这边 有 一个 其他 的 没有 了 噢 有 开通 不行 唉
你好 您好 很 高兴 为您服务 您好 什么 可以 帮助 您 的 诶 您好   您 是 要 来电 提醒 还是 语音信箱 来电 提醒 是 关机 跟 没 信号 别人 打 您 电话 没 接到 那 你 二十四 小时 之内 开 机会 收到 短信 提醒您 什么 号码 给 您 在 什么 时间 来过 电话   噢 可以 那 包月 一个月 是 两块钱 今天 开 也 是 按 整个 月 算 确定 办理 是 吗   呼叫 等待 那 这个 不用 收费 那 这个 我 可以 把 设置 方式 发给您 您 打 一个 电话 设置 一下 就 可以 了
您好 请 讲   额请 说   我 看 一下   噢 改 了 三十八 下个月 一号 开始 先生
您好 请 讲   嗯 嗯 噢 帮 您 看 一下 请稍等 嗯 这个 就是 您 有 添加 流量 共享 上个月   这个 功能 我 帮 您 看 了 一下 已经 取消 掉 了 呀   对 共享 副 号 已经 取消 了 您 要 把 这 功能 也 一起 取消 吗
嗯 很 高兴 您 服务   您好 请 说 啊 你好 帮 我查 一下 我想查 另外 一个 卡 那个 套餐 是 什么 套餐 的 可以 吗 密码 知道 吗   好 手机号码 多少 幺 五八 幺 五 八五 五九 八五 五 九八   幺 五 八五 九八 二 二三 幺 二 对 吗 对 它 输 一下 密码 井号键 结束 我 将 转接 嗯 那 密码 刚 没有 收费 噢 嗯 那 您 用 他 本机 打电话 进来 就 不用 密码 了 好 吗 诶 好 谢谢 诶 好 不 客气 祝您 天天 好 心情 再见
您好 请 说 听 得到 吗 那 今天 开通   请 您 现在 的 帮 您 查询 您 的 套餐 十八块 除了 套餐 以外 的话 我 看 一下 噢 除了 套餐 以外 的话 这边 查看 一下 没有 定制 收费 的 业务 了 啊   八块钱 的 只有 一个 家园 卡 您 要 改 家园 卡是 吗   诶 对 了 但是 您 这边 可能 还 改不了 因为 您 这边 有办 一次 参加 一个 办 十八 套餐 送 一百 分钟 加两 百兆 流量 的 活动 活动 是 送到 明年 十月份 这个 期间 不能变更 更 低 的 呀 哎
啊 您好 您 请 讲   八十八 的 商旅 套餐 每个 月 三百五十 分钟 流量 三百 兆   那 您 要 改 什么 套餐 改 最低 的 这种   有 一个 最低 十八元 的 飞享 套餐 每个 月 只有 一百 分钟 流量 一 百兆
嗯 你好   对 的   这个 话 就是 您 套餐 里面 会先 嗯 使用 的   噢 它 这个 是 您 套餐 里面 的 流量
您好 请 说   您 这 是 很早 之前 的 神州行 大众卡 的 套餐 套餐 费是 十二块 钱 一个月   块 三百 兆 流量 对 对 对 请 您 稍 等 原先 套餐 停止 办理 了 改 了 之后 就 改 不 回来 了 噢 可以 行 行 十八元 套餐 它 送 了 一百 分钟 是 在 本地 拨打 的   请 您 稍 等 哎 因为 它 是 开通 下 那个 飞享 十八 套餐 它 送 流量 所以 说 您 原先 关闭 了 上网 功能 它 都 会关 您 一起 开 起来 噢 行好 的 好 的 已经 给 您 改好 了
噢 请 讲   什么 东西   十八块 钱 套餐   那 您 服务区 要 设置 在 宁德 哪里
您好 什么 可以 帮 您   哎 您好   六十块 钱   可以 我 帮 您 看 一下 噢 您 稍等一下
您好 请 说   本 机 十八元 套餐 四 g 飞享 十八元 嗯 嗯   恩 可以 啊 改 什么样 的   您 没有 改呀 现在
您好 请 讲   本 机 的话 是 十八 的 套餐   对 十八块 钱 一个月 送 一百 分钟 本地 打 国内 电话 一 百兆 国内 流量 跟 来电显示   钱 就 没有 了 现在 人 在 南平 本地 吗 您 这 一百 分钟 只能 南平 打 国内 的 离开 南平 打电话 要 一毛 九 一分钟 没有 免费 分钟 数 应该 不 在 南平 噢 您 分钟 数都 没用 我 不是 南平 对 啊 现在 不是 有 打电话 直接 一毛 九 一分钟 您 的 这个 套餐 它 送 的 分钟 数是 只能 南平 用 的
呃 什么 功能 费   嗯 成长 帮手 跟校 讯通 要 取消 哪 一个   两个 都 会 发送信息 就是 六十块 钱 的 一个 八块钱 的 您 要 看 要 取消 哪 一个   成长 包是 有 高级 版 的 这个 的
行 早上好 请 说   恩好 的 请 您 稍 等 我 帮 您 看 一下 嗯 以后 您 这边 有 开通 国际漫游   噢 好 的 您 稍 等 这边 显示 下 月 还有 九十七 块 八毛 三
八十八 的 套餐 啊 就是 包含 一千两百 分钟 通话 五 g 流量 跟 来电显示 呢   还有   一千二百 分钟 通话 五 g 流量 包括 来电显示   对
您好 请 说   您 现在 开通 了 只有 个 基本 套餐 五十八 元 的 套餐 然后 呢 有 一个 恩有 一个 三块 钱 的 彩印 功能 还有 彩铃 功能 五块 彩印 三块 其他 服务 没有 了   可以 稍 等   好 那 都 帮 您 删掉 只留 了 一个 五十八 的 跟 来电 提醒 功能 好 吗 谢谢
请问 有 什么 可以 帮 您 嗯   话费 的 好 稍等一下 有 那个   什么 套餐 还有 三十块 五百 兆 的 流量   要 取消 掉 吗
你好   套餐 您 这个 十八元 的 套餐 还有 参加 了 我们 一个 流量 的 活动 优惠 然后 我 看 一下 没有 其他 业务 收费 了 噢   呃 我 看 一下   有 一个 五十块 一 g 的 嘛 每个 月 给 您 优惠 四十块 您 自己 实际 扣 十块 优惠 六个月 然后 还有 一个 是 一百元 的 那个 流量 每个 月 优惠 九 十五块 您 自己 实际 扣 五块 不要 一百元 这个 下个月 就 没有 了 然后 另外 那 五十块 的 还 没有 到期
你好   啊 您 说 哎   请稍等 正在 查询 对 呃 我 看 一下 其他 的 有 一个 惠农 网 别的 就 没有 了   对 其他 没有 了 吗 啊 对 没错
您好   那 银行卡 月租 五十 然后 有 一个 腾讯 视频 的 流量 这个 二十四块 钱要 不要 退掉 啊   需要 帮 您 退掉 那 就 这个 月租 五十 和 来电 提醒 了 噢   最低 套餐 我 看 一下 先 自己 套餐 上面 有 一个 有 一个 是 八块钱 的 它 是 只有 三十分钟 通话 加 来电显示 的 吧 那 这个 改 回 短信 才 可以 改
您好 请 说   对 是 八十八 的   可以 啊 五十八 有个 国内 打 国内 电话 一百 分钟 免费 流量 五百 兆 的 全国 接 免费 超过 之后 每分钟 一毛 九 可以 吗   好 稍等一下 当月 流量 不 结转 从 下个月 开始
哎 您好 很 高兴 为您服务   套餐 现在 这个 号码 动感地带 网聊 十三块 钱 的 套餐   不 包括 来电 嗯 不 包括 来电显示 加 来电显示 需要 六块钱 它 有   里面 的话 是 您 现在 这种 是 十三块 钱 的 里面 的 流量 是 在 福建省 内用 有 三百 兆
您好 请 讲 喂 你好   一个 什么 腾讯 的 会员 什么 有 吗 没有 什么 腾讯 会员 您 这个 号码 就 基本 套餐 八块 来电 提醒 跟 彩印 其他 业务 都 没有 噢 那 谢谢 啊 其他 没 了 谢谢 恩好 的 那
嗯 您好 请 说   恩 你好   流量 吗 我 帮 您 马上 看 一下 我 不让 您 目前 还有 啊 这个 卡   现在 这卡 流量 还有
您好 很 高兴 为您服务   帮 我 看 一下 流量 包 三十八 是 五百 兆 的 啊 您 还有 办 了 一个 师傅 或者   行好 的 十块 流量 包 我 这里 帮 您 登记 然后 下个月 取消 了 下个月 下个月 的 没错 下个月 就 不 收费 的 多少 兆 下个月 就 不 收费 的 流量 不多 了 好 的 好 的 好 谢谢 那 我 听 的 好 没关系 的 用 的 嗯 祝您 生活 愉快
你好   呃 您 是 三十八 的   噢 他 有 升级 升级 完 之后 更 优惠 就是说 通话 有 一千两百 分钟 省内 流量 有 五个 g 是 九月份 的 时候 升级 的   应该 是 有 工作人员 打电话 账单 推荐 的
啊   噢 十三元 的 超级 网聊 套餐 是 很早以前 旧版本 套餐 了   十五块 钱   三 嗯 三百 兆 的 流量 在 福建省 内 使用 这 样子 其他 没 了
您好 高兴 为您服务 您好   稍等一下   见 没有 开要 开 吗   帮 您 开 了 先生 还有 什么 需要 帮助 吗 嗯
您好 请 讲   有办 一个 五十块 钱 的 流量 活动 嗯 我 看 一下 啊 可能 是 五十块 钱 一个月 然后 每个 月 给 您 返还 四十元 您 自己 只要 花 十块钱 的 这个 活动   一 g 一 g   噢 那 您 是 现在 更 多 的 流量 嘛 那 您 要 开 那个 六十元 六 g 的 流量 活动 吗
