一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   请问 好好 静安区 金 山路   睡觉 了 对   过 那个 没有
什么 费用 您好 什么 帮 您   呃 流量 额外 开通 包 的话 我们 现在 有 三十块 钱 一个 g 的 然后 五十块 钱 两个 g 等等 的 这些 套餐   是 包月 套餐 每个 月 五十块 钱 然后 流量 有 两个 g 可以 用   嗯 对 没错 如果 你 觉得 这种 包月 太贵 的话 没关系 还有 个 更 优惠 的 包月 就是 套餐 包 半年 的 它 是 这 样子 算 就 比如说 您 现在 马上 开通 马上 扣 六十 总共 有 六个 g 的 流量 然后 可以 给 您 用 一百八十 天 就是 六十块 钱 六个 g
您好 请 讲   有 最低 八块钱   可以 啊 八块 是 三十分钟 服务 区内 的 打 国内 那 您 服务区 设置 在 哪里 呢   因为 三十分钟 只能 选择 龙岩 的 其中 一个 其实 作为 服务区 比如说 您 设置 在 永定 那 您 如果 去 武平 或者 长汀 连城 就 用 不到 这 三十分钟 了
您好 请 讲   八元 不是 啊 他 觉得 优惠 区内 打电话 两百 分钟 啊 优惠 区内   嗯 用户 区内 吗   对 您 您 比如说 优惠 区 在 涵江 打 这 两百 分钟 您 叫 你 开 了 涵江 您 这边 是 两百 分钟 就 不能 用 了 比方说 到 雪花 到 莆田 是 需要 就 不能 用 了 他 去 还 更 小 的
您好   稍 等 我 帮 您 查看 一下 这个 九块 他 打电话 每分钟 一毛 九 没有 免费 的 分钟 数   嗯 是 的   对 是 的
您好 很 高兴 为您服务   对 确实 有 这个   嗯 那 如果 有 需要 您 就 直接 验证码 发送给 他 然后 他 那边 直接 登记 办理 就 可以   对 没错
中午 好   还有 啊 十块钱 一 百兆 加油 包 还有 可以 加 的   吴 块钱 办 了 现在   十块 一 百兆 对
您好 您 说   无限 流量 我 帮 您 看 一下 请稍等   您 这边 有 开通 一个 二十块 钱 的 本地 校园 高校 校园 区内 这个 无线 的 十元 流量 达到 四十五 最低 限速 这种 一个 流量 套餐 的   对 是 的
你好 请 讲   噢 在家 的话 目前 上 有 十块钱 一 百兆 或者 是 多一点 的 有 三十块 钱 一个 g 然后 其他 更 多 的 也 都 有   您 其实 可以 开 三十 的 会 比较 合算 因为 三十块 钱 一个 g 嘛 那 今天 已经 十八号 了 今天 并 不会 按照 一 整个 月 来 扣费 那 实际上 扣费 只有 扣 您 十四块 钱 左右 那 您 可以 用 四百 七十一 兆 然后 月底 取消   对 下个月 这个 套餐 不会 帮 您 去 上去 然后 您 收到 短信 的话 它 是 提示 三十块 钱 一 g 您 这个 短信 忽略 掉 因为 十八号 我们 账单 中 扣费 的话 只有 扣取 您 十四块 钱 左右 那 您 实际上 可以 用 这个 四百 七十一 兆 是 啊
您好 请 说   用 完 以后 打电话 就要 正常 计费 了 这 目前 是 没有 其他 的 这种 叠加 的 通话 包 只能 是 按照 每分钟 一毛 九 正常 计费   打电话 方面 目前 是 没有 补充 包 所以 要 正常 收费   还有 什么 可以 帮助 您
你好   没有 流量   二十 八块钱 只有 送 三十分钟 国内 通话 来电显示   不 客气 就是 您 上网 功能 有开 如果 您 上网 会 按 一兆扣 两毛 九 另外 收钱
好   您好 请 说 嗯 您好   您 是 说 那个 什么 一个 g 的 那个 流量 吗   呃 您 这个 一个 g 的话 是 那个 国内 流量
您好 请 讲   有现 目前 您 现在 是 三十元 五百 兆 我们 现在 已经 这个 月 刚刚 提速 的 三十元 一 g 的 流量   这个 月 流量 没有用完 不 做 累积 改成 二零一 七年 的 那个 套餐 流量 好 吗   没有 二十块 钱 最少 充 三十块 钱 开始 算
您好 请 讲   没错   对   对 有 包 来电显示
您好 请 讲   什么 卡 比较 优惠 您 试一下 流量 多 还是 电话 分钟 数多 还是 什么   这个 打电话 的话 您 这个 就是 全国 打电话 都 是 一毛 九 一分钟 计算 呀   对 啊
您好 您 说   您 您 这个 六十块 钱 六个 g 流量 的话 它 是 属于 全国 流量 的 所以 您 还 剩下 四千 三 四千八百 三十 兆 它 就 就是 全国 流量 您 放心   噢 那 好 的 好 的 谢谢 你 啊 没关系 这 是 我 应该 做 的 还有 什么 可以 帮 您 吗 噢 那 没 没事 了 哈 祝您 好 心情
您好 请 讲 哎 诶 那个 移动 有 一天 一块钱 的 那个 诶 那个 一一 g 的 流量 是 吧 它 那 是 新 买 一个 号码 卡要 跟 主号 绑定 付费 关系   对   恩 还有 什么 帮助   户主 对
噢 你好 请 说   请稍等 帮 您 查询 您 要 不 另外 买 流量 包 我们 现在 有 做 一个 六十元 的 流量 包 六十元 您 可以 买 六个 g 的 流量 有效期 的话 是 一百八十 天 之内 都 可以 用 的   也 可以 买 加油 包 加油 包是 十块钱 一 百兆 那 是 六十元 的 比较 合算 一点   那 要不然 你 开个 三十块 钱 的 三十块 钱 的 是 一个 g 流量 现在 开通 的话 当月 按天 折算 差不多 折半 这 样子
您好 请 说   交通违章 的话 那 您 看 一下 是 厦门 的 车 嘛 我们 这个 厦门 有 提供   那 如果 是 这 样子 的话 我 这边 就 没 办法 查询 能 不能 查 得到 我 帮 您 转到 厦门 幺 幺 零 直播 这边 您 问 一下 这种 的 能 不能 查询 可以 吗   很 抱歉 这个 的话 不 在 我 这边 的话 处理 范围 您 如果 要 问 的话 我 这边 可以 查询 帮 您 转到 我们 这个 我们 厦门 有 一个 专门 的 一个 厦门 幺 零 结果 今天 可以 进行 查处 量 为准 的
诶 请 说 嗯   流量 套餐 稍等一下 我 看 一下 好 的 呃 有 十块钱 一 百兆 三十块 一 g 的 还有 六十块 六个 g 的 您 看 要 开 多少 钱 的   一百二十块 钱 一 百兆 对   没有 十块 都 是 一 百兆 的
您好 什么 可以 帮 您   您 要 另外 再开 流量 包是 吗 啊 我们 现在 有个 活动 有个 六十块 钱 六个 g 可以 在 一百八十 天 内 使用 的 您 看 下 要 不要 办理 这个   其他 的话 那 就是 包月 的 套餐 了 三十块 钱 一个 g 五十块 钱 两个 g 这 样子   十块钱 只有 一 百兆 啊 加油 包
早上好 请 讲 诶 你好 我 想 问 一下 那个 移动 现在 有 一个 那个 无限 流量 的 那个 套餐 是 吧 有 一百三十八 的 本地 流量 不 限量 它 那个 是 说   流量 达到 三十个 g 费 以后 它 网速 会 被 限速 掉 的   限制 就 说 那个 二 g 网络 网络 网速 了 比较慢   我们 那种 开 不了 视频 的
您好 请 说   呃 改 套餐 都 要 第二个 月 才能 生效   对   对 改 套餐
你好 请 说   那个 是 要 在 漳州 本地 打 全国 在 郑州 打 的   不好意思   我 还有 没有 三百 分钟 不 客气 嗯 嗯 嗯 祝您 阖家幸福 再见
你好 请 讲   祝 陈 什么   是 本地 打 国内 电话 三百 分钟 不过 您 这个 月 在 十号 开通 这 张卡 那 这个 月 是 两百 一十七 分钟   对 然后 国内 打 国内 电话 一百 分钟 那 这个 月 就是 有 七十三 分钟
用 了 七十五 了 很 高兴 为您服务   家庭 宽带 您 是 要 新装 我们 移动 宽带 吗 还是 什么   呃 我们 现在 宽带 它 有 一种 便宜 的 是 七十九 套餐 吧 那 那面 有 包含 一个五十 兆 宽带 和 互联网 电视 账号 包含 一个 g 的 流量 还有 两百 分钟 本地 打 全国   宽带 这边 的 您 是 直接 连 wifi 上网 就 没有 什么 流量 了 这个 流量 就 没关系 了 嘛
您 很 高兴 为您服务   好 您 稍 等 我查 一下 哈   噢 您 这个 目前 的话 用 了 一千 九百 九十一 兆 现在 还 剩下 一千三百 三十三   还 剩下 一千 零 三十三 兆
您好 您 说 请 讲 请 说   噢 好 的   那 现在 流量 有 做 活动 啊 有 个 六十块 钱 六个 g 的 有效期 是 一百八十 天 的 用 完 以后 自动 取消 您 要 开 吗   一百八十 天 半年
诶 你好   呃 请稍等 我 给 您 看看 您好 您 的 手机 上面 是 指定 爱奇艺 软件 的 没错   嗯 嗯 没错   呃 爱奇艺 的话 可以 用 啊 就 说 您 这 手机 上面 在 手机 上 开通 一个 爱奇艺 的 这个 ipv 键 下载 完 之后 呢 您 在 爱奇艺 的 过程 中 比如说 我们 看电视 啊 看 电影 啊 那 您 这边 用 的 过程 中 都 能 连接 上 您 是 上 网上 不去 吗 还是 说 上网 功能 就 没 反应 了
您好 高兴 为您服务   有 啊 十块钱 加油 包一 百兆   对 啊 那开 流量 套餐 也 可以 有 一个 有 加上   不用 开 了 是 吗
您好   噢 它 是 有 流量 的 比如说 三天 六十八 五天 一百零八 七天 一百 四十八 的 通话 没有 原来 它 有 一些 畅听 日 套餐 暂停 掉 了 现在 没有 诶   哎 不用 客气 的 还有 什么 可以 帮 您 的
您好 请问 什么 可以 帮助 您   嗯 您 办 的 是 学习 套餐   呃 有   下个月 生效 对
您 你好   好 的 我 帮 您 看 一下 哈请 您 稍 等 统付 流量 就是 集团 就是 您 自己 在 外面 买 的 那个 流量 啊   那 应该 是 别人 这边 哪里 给 您 赠送 的 反正 这个 就是 不用 钱 的 有 额外 七十 兆 可以 用 就是   不会 啊 我 这边 用 的话 就 看到 说 是 这个 月 那 应该 是 别人 充错 了 给 您 充到 您 自己 的 手机 上来 了 就 这个 这个 月 用 完 就 没 了
喂   您 是 要 改 这个 套餐 有 国内 流量 五百 兆 还有 省内 流量 五百 兆 还有 本地 拨打 国内 两百 分钟 另外 是 还有 送 一个 宽带 和 电视 账户 噢   对 哎   恩 不 客气 还有 什么 可以 帮助 您 哎 嗯 现在 还
您好 请 讲   他   嗯 它 是 本地 流量 不 限量 一个 只能 在 泉州   省内 的话 是 也 是 一百八十 八 的 全家 统 就是 一七版 的 它 是 省内 流量 不 限量
您好 请 说   有 啊 比如说 六十块 钱 六 g 流量 半年 之内 用 完 都 可以 的   六 g 流量   对
您好 请 说   诶 我 那边   这个 套餐 五十八 是 一百五十 分钟 通话 流量 一百五十 兆   一千两百 分钟 那 是 八十八 的
您好 请 说   呃 没有 他 就是说 您 的 那个 星级 电话 变成 三星级 用户 它 只是 针对 一个 信用度 的 问题 变成 三星 用户 这个 是 没有 没有 关系 的   哎 对   噢 不是 的 呃 它 因为 我们 这边 有分 一星级 二十 几分 升级 吗 然后 您 现在 三星 就 说 给 您 改成 三星级 用户 嘛 就是 这 样子
你好 请 讲   vip 嗯 请稍等 我 查看 一下   为什么 噢 您好 这边 的话 是 有 一个 福州 海峡 职业 技术 学院 的 这个 vip 嗯   没有 啊 这 打电话 的 呀 这 不是 您 开 的 吗 因为 我 看 了 一下 它 这个 也 没有 产生 费用 就是 了 然后 它 这个 是 呃 喂 片 就是 对方 也 有 加入 这个 学校 的 微片 的话 主 被叫 合计 五百 分钟 免费 那 如果 您 不是 这个 学校 的 那 就 没 必要 开通
您好 请 讲 诶 你好   昨天 是 说 您 只能 在 福建省 内用 国内 就 说 不管 您 在 省内 还 在 省外 都 可以 使用   您 现在 南平 本地 就是 省内 跟 国内 流量 都 可以 使用 的   对 呀 国内 我们 省内 国内 肯定 是 包含 省内 跟 省外 啊
您好   你好 请 讲   套餐 吗   嗯 您 现在 哪里 有 啊
恩 您好 请 说   可以 呀 五十块 两 g 打电话 两 毛钱 一分钟   嗯 您 保底 消费 八十八 是 不变 的 那 您 现在 套餐 八十八 就 关掉 改 到 五十块 钱 的 这个 月 流量 不 累积到 下个月   全国 通用 流量 过来
您好 请 讲   呃 您好 请 说   三十块 钱 一个 g   是 然后 您 现在 开通 那么 这个 月 就 只有 五百三十 八兆
你好 请 说   呃 有 这种 套餐 就要 三十 八块钱 的   对 哎   呃 这个 只能 低于 三十八 的 以后 才能 办
您好 您 说   你好   省内 流量 是 吗   省内 流量 的话 您 目前 的话 就是说 呃 省内 流量 的话 您 这个 套餐 里面 的话 已经 是 有 包含 五百 兆 省内 流量 啊 呃 您 的 套餐 的话 是 一个 g 的 省内 流量
嗯   您好 请 讲   我 看 一下 啊 解决目前 有 四百八十 七个 积分   对
你好   噢 您 的 月租 套餐 的话 是 十八元 这 样子   是 但是 您 这边 还有 一个 三块 来电 提醒 三块 彩印 两个 另外 六块钱 那 就 十八 加六 就是 二十四块 钱 这 样子   来电 提醒 三块 钱
您好 很 高兴 为您服务   我先 查看 一下 哈稍 等   呃 流量 是 确实 用 完 了 现在 还有 半个 月 的 时间 要 不 这 样子 我 给 您 开通 那个 五百三十 八兆 流量 就是 这个 月 用 收 您 十五块 七 可以 吗 这个 比较 合算   五百三十 八兆收 十五块 七 如果说 您 另外 开 加油 包是 十元 一 百兆 这个 不合算 我刚 讲 的 是 才 收 十五块 多 就 五百多 兆
很 高兴 为您服务   哎 您好   噢 我 帮 您 查 一下 啊 您 现在 这个 套餐 里面 的话 我 看 有 多少 流量 啊 稍等一下 感谢 耐心 等待 我 帮 您 看 了 一下 您 这 套餐 里面 没有 任何 不 对 啊 它 每个 月 给 您 二十 兆 流量 只有 二十 兆   对 对 对 只有 二十 兆 的 噢
您好 请 说   流量 您 这边 是 有 个 三十块 钱 的 五百 兆 流量   可以 啊 您 这 五百 兆 记得 用 完 一下 噢   那 我 帮 您 登记 好 了 不 客气 还有 什么 可以 帮到 您
您好 请 讲   就是 除了 五十元 本身 套餐 内 的 两 g 呢 另外 有 买 了 一个 七十块 钱 两 g 的 流量 包   那 我 现在 七十块 钱 流量 帮 您 退掉 了 下个月 就 没有 了 那 这个 流量 的话 呢 就 当月 使用 那 您 那个 就是 套餐 的话 目前 查询 还 没有 更改 那 您 后续 的话 关注 一下 有没有 收到 更改 的 通知   嗯 那 还有 其他 需要 帮助 吗
您好 请 说   您好   国内 流量 吗   您 刚刚 收到 短信 是不是 我 看 一下 噢 它 只是 跟 您 说 噢 你 现在 套餐 那 这个 月 有 一百二十六 兆 流量 可以 用 那 你 现在 用 了 二十四 兆 只是 给 您 提醒 说 您 流量 一个 使用 情况
您好 请 说   呃 什么 意思 就 把 套餐 改掉 是 吗   呃 我 好像 没有 听 明白 啊 通话 的 吗 通话 那要 改 套餐 了 如果 不改 套餐 是 没有 加 通话 流量 通话 分钟 的   实在 抱歉 没有
很 高兴 为您服务   嗯 您 都 在 泉州 本地 用 吗   泉州 本地 使用 有个 一百三十八 新 推出 的 在 泉州 本地 流量 不 限量 用 一千二 一百三十八 一个月 然后 分钟 数 一千二   现在 可以 立即 生效 还是 说 不要 下个月 生效 而且 我 这边 办 不了 这 款 套餐 只能 到 移动 前台 办
您好   送 了 多少 分钟 还 剩 多少 流量 谢谢 哎 好 的 帮 您 看 一下 您 稍 等   嗯 不 客气 的 您 目前 的话 流量 的话 还 剩 嗯 国内 流量 还 剩 这个 七百 八十一 兆 分钟 数 还 剩 五十七 分钟 噢 好 的 好 的 谢谢 嗯 不 客气 的 祝您 阖家幸福 了
宽带 您好 很 高兴 为您服务   呃 流量 套餐 您 是 要 大概 需要 多少 呃 多少 的 下 长期 用 还是 说 就是 连续 使用   呃 长期 用 的话 像 您 到 账 目前 是 办 四十八 的 嗯 可以 办理 一个 三十块 的 流量 套餐 三十块 钱 现在 是 有 包含 一个 g 的   对 没错 包月 的 或者 是 有 一种 六十块 六 g 的 这个 目前 也 很 划算 的
您好 请 讲   一百 分钟   对   没有 诶 是 一百 分钟 通话 一 百兆 流量
