诶 你好   呃 请 说   哎 你好 诶 我 像 我 这个 手机 如果 是 在 跨地区 一分钟 是 多少 钱 呐 打   帮 我查 一下 您 稍等一下 您 这 张卡 现在 是 在 整个 大陆 打 大陆 的 移动 六分 大陆 打 联通 电信 是 两毛
您好 很 高兴 为您服务   拜拜 喂 你好 我 麻烦 问 一下 嗯 这个 现在 最最 便宜 的 手机卡 是 什么样 的   最 便宜 的 最低 的 月租 是 十八块 钱 一个月 的 里面 是 包含 了 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费 的   呃 流量 不要 呢 就 就 就 给 小孩 用 的
您好 很 高兴 为您服务   唉 小姐 我 想 问 一下 我 这个 手机 不是 那个 套餐 里面 的 流量 用 完 了 嘛 如果 不够 的话 现在 有 什么 划算 的 就是 当月 可以 加 流量 的 那种 的   嗯 您 要 流量 多一点 还是 少 一点 的   无所谓 吧 小孩子 用 吧 那 那 就是 比 比较 他 就 出去 两天 用 的 帐单 你 有 什么 比较 划算 了 转出去
您好 很 高兴 为您服务   唉 你好 我 问 一下 我 因为 我 想 我 就是 今天 去 澳门 嘛 然后 我 想 开通 一下 澳门 的 那个 漫游 包 就是 怎么 计费 的   漫游 包 国际漫游 开通 然后 开通 国际漫游 它 是 没有 功能 费 的 只有 使用费 不 使用 它 不收 的 然后 到 澳门 那边 呢 上网 是 三块 钱三兆 这 样子 不 使用 不 收费 使用 最高 是 三十块 钱 一天 无限 流量 然后 打电话 资费 就是 还有 必要 提醒 我 发到 您 手机 的 稍后 您 可以 看 一下 好 吗   噢 也 就 需要 开通 吗 嗯 我 那个 呃 你 现在 能 帮 我 开通 吧 直接 帮 我 开通 好 吧
您好 很 高兴 为您服务 喂 你好 问 一下 我 那个 手机 啊 那个 我 想 请 你 帮 我查 一下 套餐 是 多少   这个 套餐 本地 是 一百五十 八 的 每月 五百 分钟 通话 然后 两 g 流量 还有 一个 三块 钱 来电 提醒 业务   三块 钱 的 什么   来电 提醒 就是 关机 专线 不 在 服务区 对 收到 那个 短消息 提醒
您好 很 高兴 为您服务   我 想 问 一下 我 这个 套餐 好像 一个月 是 多少 钱 呢 一定 要查 一下   九十八 的 呀   就 说 我 现在 改掉 申请 改 小 一点 加 一百三十八 五十八 都 可以
服务   喂 你好   请 说   我 想 问 一下 现在 这个 套餐 的话 最少 的 套餐 是 多少 钱 一分钟 多少 钱 的 套餐
您好 很 高兴 服务   唉 你好 就是 我 那个 十九号 加 了 一个 就是 流量 包 现在 已经 用 完用 完 之后 的话 太 清楚 我 是 这样 的   用 完 之后 的话 您 这边 可以 额外 加再加 流量 包 流量 包 当月 的话 都 是 按天 折算 的 就算 下来 有 两百多 兆 五百多 兆 八百多 兆 的 都 有   按天 结算 怎么 算
您好 很 高兴 为您服务 你好 我 想 问 一下 我 现在 手机 套餐 是 多少 钱 一个月 的   套餐 套餐 的话 您 是 四十八 的 五十分钟 五百 兆 流量 的 超出 打电话 一毛 九 一分钟 全国 接听 免费 的 就 这 一个   噢 那 你 可以 帮 我 看看 我 现在 话费 消费 是 五十九 是 吧 多 出来 的 钱 是 消费 在 哪一块 啊   稍等一下 主要 是 打电话 上面 的
您好 很 高兴 为您服务 喂 你好 我 想 问 一下 就是 那个 移动 的 网络 二十 兆 的 一年 是 多少 钱   二十 兆 的 一年 是 七百 六十块 送 两百 的 话费   呃 七百 六十 后 它 是 分 那个 电视 什么 的 连 在 一块 的 是 吧   嗯 对 是 的
您好 很 高兴 为您服务   所以 我 想 问 一下 现在 就是 到 境外 去 那个 总共 用 用 流量 的话 是 一天 最高 封顶 三十五 啊   是 每个 国家 了 每个 国家 不 一样 的   捷克
您好 很 高兴 为您服务 嗯 你 你 能 帮 我 查查 我 现在 那个 套餐 他们 电话 的话 接听 是 免费 的 打 的话 是 多少 钱 一分钟 啊   打 的话 您 有 三百 分钟 免费 的 超出 之后 就 一毛 九 一分钟   一毛 九 一分钟 对 吧 那 那个 我接 是 免费 的 咯   对 全国 接听 都 是 免费 的
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 就是 我 这个 月 流量 用 完 了 我 想 买 流量 但是 那个 从 那个 微信 营业厅 上 说   只能 下 月 开通 稍等一下 我 现在 二十块 钱 一点 五 g 的 您 要 吗 啊 那个 二十块 钱 一点 五 g 的 是 全国 通用 的 吗   呃
您好 很 高兴 为您服务   唉 你好   啊 您 说   唉 我 我 想 刚才 不是 你们 发了 一下 这个 老年 卡 不是 我 觉得 这个 套餐 吗 它 就是 刚刚 下个月 就 上 可以 升级
您好 很 高兴 服务   你好 我 想 申请 一下 流 流量 包 怎么 算   现在 怎么 申请 的 怎么 算 啊 流量 包 的话 有 一个 加 二十块 钱加 两个 g 的 流量 月底 清零 呢 就 可以 吗   二十元 享 一个 g 啊
您好 很 高兴 服务   唉 你好 那个 芽庄 的话 我 去 越南 的话 开通 国际漫游 是 一天 三十块 流量 畅用 的 对 吧   对 是 的   行 那 你 帮 我 开 一下 吧 就是 我
您好 很 高兴 为您服务   唉 小姐 你好 呀 是 这样 的 我 一个 手机 手机号码 是 幺 三五 零 幺 八 幺 五四 幺 七 吗 他 上个月 我 播放 他 用 这个 手机号码 申请 了 你们 移动 的 一个 宽带 因为 现在 呢 好像 发生 一个 有点 费用 的 一个 问题 你 帮 我 看看 这个 宽带 是 每年 支付 两百块 是 怎么样 的   宽带 费用 问题 是 吧   唉 你 帮 我 看 下 费用 就 幺 三五 零 幺 八 幺 五四 幺 七
您好 很 高兴 为您服务   我 这个 套餐 是 五十 八块钱 包月 的 对 吧   对 啊 五十 八块钱 一百 分钟 通话 五百 兆 流量 的   你 能 不能 给 它 改为 那个 不是 你们 那个 有个 流量 卡 五十块 钱 有
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是 我要 到 东欧 去 的话 就是 德国 这些 地方 去 的话 那个 移动 话费 是 多少 钱   哪些 国家   嗯 德国 奥地利 匈牙利 捷克
为您服务   唉 我 问 一下 那个 泰国 的 那个 网费 你们 有 吗   嗯 您 说 泰国 的 一个 流量 套餐 是 吗   对
您好 很 高兴 为您服务   唉 我 麻烦 问 你 问 你 现在 就是 这个 办 这个 全球通 包月 的 因为 最低 的 是 多少 钱   十八块 钱 一个月 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费 的   那 那 再 多 都 是 一 毛九是 吧
很 高兴 为您服务   那 你 帮 我 看 一下 你们 客服 到底 帮 我 七月 一号 改成 一个 是 什么 套餐 我要 我 要 知道 一下 你们 帮 我 改错 了 但是 这个 错错 的 我 也 知道 一下   嗯 报 一下 手机号码   幺 三七
您好 很 高兴 为您服务   你好 小姐 我 问 一下 我 这个 套餐 里面 的 语音 通话 流量 用 完 之后 然后 话费 是 怎么 来 转   呃 超出 之后 的 流量 是 两 毛九一兆 的 超出 之后 打电话 是 一毛 九 一分钟   一毛 九 一分钟
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是 呃 到 外地 去 我 现在 在 上海 嘛 如果 到 外地 到 外地 去 有 能 不能 呃 有 接听 或者 拨打 的 优惠   到 外地 去 那 您 这 手机 的话 因为 现在 是 十六块 钱 神州行 套餐 吗 在 外地 那 就 接听 四 毛钱 一分钟 拨打 六 毛钱 每分钟 是 的 而且 现在 这个 全国 漫游 包 这种 服务 的话 已经 下线 了 已经 没有 了   噢 那 那么 有 什么 别的 办法 吗
您好 很 高兴 服务 喂   你好   请 讲   哎 你 你 现 我 现在 如果说 幺 二 包包 那个 一个 g 的 流量 是 大概 要 多少 钱 啊
您好 很 高兴 为您服务   唉 你好   呃 您好 请 讲   我 就是 那个 就是 宽带 那个 但是 月底 的话 那个 帮 我 看 一下 停 的 是 装 在 哪个 地方
很 高兴 为您服务   呃 我 就是 你们 那个 比方说 我们 先 我 不是 上次 有个 投诉 建议 你 要 处理 吗   嗯 嗯 是 本 机号码 反馈 的 还是 其他 号码 反馈 的   呃 不是 不是 不是 啊 我 是 上海 号码
吗   你好   谢谢 啊   我 想 咨询 一下 我 如果 是 到 日本 到时候 短信 那个 丽姐 我 这个 流量 还有 那个 话费 开 一个 那个 费用 怎么 算 你们 告诉 我 一下
您好 请 讲   哎 你好 唉 我 因为 刚刚 收到 一个 就是 你们 的 一个 短信 说 我 那个 套餐 是不是 我 原来 的 那个 套餐 已经 结束 了 嗯 根据 我 的 用量 哎 提议 我 就 建议 往 就是 升级 四 g 套餐 对 吧 嗯 嗯 那个 叫 四 g 套餐 他 现在 给 了 我 两个 选择 这个 就是 一百一十 八 的 一个 是 说 就 一百二十八 的 嗯 嗯 嗯 嗯 那个 两个 嗯 什么 叫 额外 加送 什么 三 g 可以 地址 在 转 的 什么   就是 流量 呀 他 的 单词 改   嗯 嗯
您好 很 高兴 为您服务   唉 喂 你好 是 这样 的 我 现在 套餐 是 八十八 的 是 吧 然后 八十八 那个 是 就 两 g 的 流量 然后 五十分钟 的 国内 通话   对 是 的   然后 其他 什么 都 没有 了 一个 就是 赠送 的 赠送 的 其他 wifi 对 吧
您好 很 高兴 为您服务   啊 喂 你好 啊   您好 请 说   他 现在 因为 他交 的 话费
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 我 这个 g 的 那个 套餐 是 多少 能查 到 吗 八块钱 吗   这个 套餐 本机 的 这个 套餐 八块钱 一个月 发过来 是 的   噢 那 我 问 一下 我 打 长途 多少 钱 一分钟 啊
您好 很 高兴 为您服务   喂 你好   你好 唉   我 想 问 一下 就是说 呃 呃 现在 我办 这个 流量 的话 是不是 有 什么 呃 优惠 啊
很 高兴 为您服务 您好 很 高兴 为您服务   你好 问 一下 我们 这个 彩铃 是 没有 多少 钱   呃 彩铃 的话 是 五块 钱 一个月 的 五块   好 我 现在 去掉 可以 去掉 吗
您好 很 高兴 为您服务 请   喂 你好   请 说   你 给 我查 一下 刚才 用 的 十六个 十 十六 的 流量 是 吧 可以 可以
您好 很 高兴 为您服务   唉 你好 是 这样 的 就是 我 这个 套餐 那个 要 公司 公司 我们 公司 要 办 那个 集团 号 业务 吗 那 我 这个 套餐 只有 十块钱 的 他 可以 加 那个 套餐 参加 其它 号 的话 要 不要 加 额外 的 费用 啊   机 之后 的话 他 月租费 是 十块钱 但是 是 你 员工 自己 付费 还是 公司 付要 问 你 公司   噢 就是 他 员工 付费 的话 一个月 是 多少 钱 啊
高兴 为您服务   因为 我要 装 安装 一个 宽带 的话 你们 那边 以及 核实 可以 安装 的 就是 那种 最低 消费 多少 流量 送到 宽带 那个   嗯 那 你 要 办 吗 打电话 把 地址 报给 我 一下   呃 上海市浦东新区 把 这个 六 幺 二零一 弄 三十 号 对 呀 我 之前 弄 过 帮 我 取消 掉
您好 请 讲   你好 是 这样 的 我 申请 了 一个 移动 宽带 现在 已经 弄 好 了 然后 那个 呃 我 忘 了 我 申请 的 是 两年 的 你 能 帮 我查 一下 我 的 呃 资费 是 多少 吗 因为 马上 一号 要 扣费 了 办 的 是 两年 一千四百 八 的 唉 一千四百 八 我 就是 在 我 的 那个 幺 三九 的 那个 移动 手机号 里面 充 进去 一千四百 八 就 可以 了 是 吧   对 的   噢 然后 还有 一个 它发 了 一个 短信 给 我 说 是 我 装 这个 宽带 它 有 每个 月 十五块 钱 的 一个 一个 什么 优惠 是 它 是 话费 优惠 还是
我 不会 确认 的 您好 很 高兴 为 您   唉 我 问 一下 现在 移动 的 的 钱 一个 月租 月租 是 多少   就是 您 现在 这个 号码 要 办理 是 这个 套餐   是 的
您好 很 高兴 服务   唉 你好 小姐 就是 我 刚刚 收到 短信 说 我 这个 月 的 那个 通话 的 时间 已经 结束 了 已经 用 完 了   你 时间 只有 五十分钟 如果 用 完 就 按照 一毛 九 一分钟 收费   噢 那么 接听电话 要钱 吗
您好 很 高兴 为您服务   嗯 打 就是 这个 国际 长途 的话 这个 资费 情况 就是 之前 买个 国家 是 多少 钱 一分钟 是 在 哪里 咯   嗯 您 是 说 再 网上 吗 套餐   喂 你们 打电话 然后 他们 说 让 我们 在 那个 掌上 那个 什么 移动 呢 那 我 看 一下 没有 吗
您好 很 高兴 为您服务   呃 我 问 一下 我 刚才 在 那个 支付宝 充了 呃 五百 兆 的 流量 全国 全国 通用 的 我 我 都 没 看到 流量 信息 啊   呃 确实 没有 进来 我们 这边 也 没有 收到 您 要 咨询 一下 支付宝 客服 了 他们 这边 还 没有 充 进来   噢 还 没 出去 了 那 那 我 已经 充了 还 没 充到   您好 很 高兴 服务   现在 浙江 流量 多少 钱   到 月底 的话 您 大概 需要 加多少 流量 一千多 兆够 吗 一千二百多 兆   一千二百多 兆 多少 钱
您好 很 高兴 为您服务 就 那个 刚刚 刚才 发错 了 退订 那么 多 业务 你 帮 我 催办 呀   噢 好 的 请问 要 办理 什么 业务   就是 那个 多少 主叫 显示   恩 只是 显示
很 高兴 为您服务   喂 你好 我 想 咨询 一下 宽带 的 费用 怎么 算   宽带 的 费用 啊 一年 七百 六 二十 兆 的 欠 了 八十 元 七百 兆 多少 一 百兆 一年 一千零六 十 现在 办 一年 送 两百 的 话费   呃 那 你 这个 在 协议 楼 这边 有 吗 哦
为您服务 您好   公司   您好   就是说 我 这个 卡 现在 申请 个 套餐 给 你 多少 呢
您好 很 高兴 为您服务   噢 你好 我 就 想 问 一下 就是 现在 装装 宽带 是 多少 钱   呃 是 上海 移动 的 宽带 吗 那 您 可以 把 这边 的 地址 报 一下 查下 线路 有没有 覆盖 能 不能   接 呃 嘉定区
很 高兴 为您服务   喂 你好 我 想 那个 呃 问 一下 那个 菲律宾 的 那个 话费 流量 是 什么样 的 资费 呀   恩好 的 帮 您 看 一下 现在 订 的 通话费 用 和 流量 费用 是 吧 通话 打 回 中国 大陆 接听 都 是 九 毛 九 一分钟 然后 流量 是 每天 三元 包三兆 每天 最多扣 三十块 然后 它 有 多天 流量 包 的 就是 三天 七十八 块 五天 一百一十 八块 然后 七天 一百五十 八块   噢 那 你 这个 你 你 帮 我 开通 一下 那个 这个 国际漫游 跟 那个 流量 吗
为您服务   唉 你好   先生   哎 请问 一下 我 这个 现在 这个 手机 的 套餐 是 多少 钱 一个月
您好 请 讲 您好   呃 我 想 那个 问 一下 有 一个 套餐 是 五十块 钱 两个 g 两 g 流量 的   可以 的   那个 套餐 它 是 那个 什么 来电显示 我 搞不懂 是 到底 是 免费 还是
您好 很 高兴 为您服务   喂 你好 唉 你好 呃 我 想查 一下 我家 那个 宽带 现在 是 多少 钱 的 零四   这个 号码 办 的 宽带 嗯 但是 这个 指定 小区 活动 的   嗯 那个 这个 的话 呢 是 一年
您好 很 高兴 服务   唉 小姐 你好 哎 我 想 问 一下 我 那个 手机 是 那个 宽带 的话 就是说 用 的 是 扣费 的 因为 怎么   宽带 上 不了 是 吗   呃 我 二十块 钱 新 的 怎么 现在 又 没有 钱 了 呀
很 高兴 为您服务   喂 你好 我 想 问 一下 我 这个 手机 现在 是 那个 我 我 上个月 选 了 一下 什么 那个 呃 四 g 的 一个 什么 什么 自选 套餐 啊   恩对   然后 然后 我 想 看 一下 我 那个 套餐 一共 是 要 每个 月 月租费 是 多少 钱 呢
吧 您好 很 高兴 为您服务   呃 我 想 咨询 一下 那个 宽带 的 问题 不少   嗯 嗯   我 这个 人装 宽带 然后 怎么 半年 的话 你们 那 资费 怎么 计算 的
您好 很 高兴 为您服务   诶 我 那个 集团 套餐 就是 我 公司 里面 他们 现在 不是 每个 月 十块钱 然后 扣 七块 付 三块 别的 吗 对 吧 到处 是 短号 对 吧 啊 对   呃 什么 问题 先生   现在 就是 他 的 时候 他们 每个 月 有 送 一 百兆 流量 的 我 我 这个 怎么 没有
哦   喂   你好 先生   唉 我 想 帮 你 让 你 帮 我查 一下 我 现在 这个 手机 套餐 是 什么 套餐
您好 请 讲   我 想 问 一下 就是 我 这个 手机 有 那个 流量 喂   本 机 的话 是 五佰兆 流量 一个月   一个月 五百 兆 啊 按 月 应该 能 可以 开通 吗
很 高兴 为您服务   你好 我 想 我 想 现在 有没有 好 的 一百 的 那个 套餐   便宜 的 套餐 呃 目前 能改 套餐 最 便宜 开始 是 十八块 十八 二十八 三十八 之类 的 最 便宜 十八块 也 可以 改 的 您 需要 修改 最 便宜 吗   七八 八
您好 很 高兴 为您服务   好像 我想查 一下 我 我 这个 手机 是 每个 月 月租费 多少 钱   呃 您 月租 我 看 一下 您 是 无 月租 的 初始 套餐 然后 另外 又 加 一个 五元 三十 兆 流量 所以 您 套餐 就是 五块 钱 每个 月 就 五块 钱 的 那个 流量 套餐   那 你 查查 因为 我 我 在 五月份 五月 一号 又 停 了 从 那 叫 什么 呃 三十块 钱到 现在 短信 过来 只有 五块 多钱 了
您好 很 高兴 为您服务   唉 你好 那个 我 这边 这边 想 问 一下 我 现在 是 什么 套餐   呃 目前 您 套餐 是 三十八 的 四 g 飞享 套餐 另外 还有 个 集团 业务 就 这些 了   噢 就是 我 这个 是 动感地带 的 套餐 吗
啊 噢 唉 你好 我 今天 七月 一下 喂 你好   好   哎 我 想 问 一下 就是 那个 套餐 现在 有 哪几种 套餐 呢   套餐 有 非常 多 我 发给您 看 一下 吧 您 这个 月 改 下个月 生效 我 把 套餐 介绍 发给您 您 看 一下 好 嘛
您好 很 高兴 为您服务   哎 我 想 一个 问题 就是 用 这个 现在 这个 手机 打 到 西班牙 的 固定 电话 要 多少 钱 一分钟   改 到 西班牙 是 吧   所以
很 高兴 为您服务   呃 你好 我 想 问 一下 现在 买 我 我 想 那个 意思 可以 可以 毛 一分 喂 你好 您 要 买买 到 什么 就是 我 想 问 一下 买 流量 包 的话 呃 现在 有 哪几个   呃 这个 月加 的话 我 看 一下 您 加加 四百 兆够 吗   七百 兆 四百 兆 是 多少 钱 啊
都 没有   您好 请 讲   唉 你好 我 想 问 一下 唉 你好 但是 我 看到 那个 我 的 手机 基金 上 写 的 咱们 移动 有 那种 欧洲 如果 是 开通 五天 啊 天 的 这种 流量 包对 我 想 问 就是 我 一个 流量 包 不够 就是 七天 我 是 不够 的 我 要 多少 钱 我 可以 重复 开通 这个 流量 包 吗   可以 啊 您 这个 过去 之后 再 来电 再开 可以 的
您好 很 高兴 服务   啊 喂 你好   你好   唉 你好 呃 那个 我 想 问 一下 我 现在 现在 那个 每个 月 套餐 是 七十八 的 是 吧
您好 很 高兴 为您服务   喂 你好 我 想 咨询 一下 就是说   公司 里 办理 那个 宽带 的话 费用 是 怎么 算 的 呀   家里 装 宽带 吗 不是 公司 公司 是 吧
很 高兴 为您服务   哎 我 想 问 一下 我 这 有 个 套餐 叫 主叫 五叫 显示 基本 费 就是 是 什么 费用   那 是 来电显示 这个 不收 的 就是 套餐 送 的 里面 包含 这个 费用 它 最后 帮 您 减免 掉 的 都 没有 收 您   他 不是 美国 这个 不是 每个 月 不是 一个 五十八 的 那个 是 十块 五毛 九 的
您好 很 高兴 服务   你好 呃 小姐 我 我 参加 了 一个 月租费 是 几点 就是 那个 公司 的 集团 集团 业务 就是 时间 点 怎么 它 短信 过来 是 十八元 的   嗯 嗯 你 帮 我 看 一下 什么 问题 呢   就是说 我 参加 了 那个 集团 的 业务 我们 公司 里面 办 的
您好 很 高兴 服务   你好 我 想 问 一下   嗯 嗯   呃 我 这个 到 外地 接听 打 打电话 接听电话 是 怎么 收费 的
您好 很 高兴 服务   哎 你好 我 想 问 一下 你们 现在 那个 移动 的 套餐 幺 五八 下面 有些 档 是 什么 当时 是 幺 二八 幺 零八 的   幺 三八 小 的   幺 三八 是 什么 那个 流量
为您服务   喂 你好 我 想 咨询 一下 就是说 嗯 八六微信 公众 号 上面 是 说 那个 九月 一号 起 取消 了 闺内 长途 漫游费 那么 我 想 问 一下 就是 我 这个 套餐 是 一百零八 的 套餐   哎   超出 操作 规定 分钟 数 以后 是 一毛 九 一分钟 那么 我 这个 以后 打电话 超出 分钟 都 是 多少 钱 也 没用 啊
您好 很 高兴 为您服务   你好 我 想 咨询 一下 就是说 呃 我 这边 的话 企业 的话 想 开通 四 零零 的 电话 的话 你们 这边 是 怎么 收费 的 呀   四 零零 号码 是 吧   对 企业 用 的
您好 很 高兴 为您服务   我 以为 你 说 一下 唉 那 我 这个 多少   什么 多少   话费
您好 很 高兴 为您服务   嗯 那个 我 想 问 一下 就是 我们 同事 还有 一个 办公室 一点 啊 就是 了 一根 宽带 专线 了 到 另外 一个 办公室 都 是 在 上海 的 然后 那个 这个 费用 大概 是 多少   办 专线 是 吧   这个 我们
您好 请 讲 您好   喂 你好   嗯 请 讲   我 问 一下 我 现在 这个 套餐 是 多少 钱 啊
您好 很 高兴 为您服务   唉 先生 你好 唉 先生 我 问 我 过去 是 五十八 的 套餐 那个 打电话 要 一百 分钟 现在 怎么 六十八 只有 五十分钟 啊   但是 流量 多 了   哎呀 我要 电话 多 我 上次 打 也 是 搞错 了 我 要 电话 比较 多
幺 您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是说 现在 有 十八块 钱 的 套餐 是 吧   对   十八块 钱 套餐 你 能 帮 我 介绍 一下 具体情况 吗
您好 很 高兴 为您服务   喂 请问 这个 流量 十块钱 是 一百八 一百   是 吧 对 扣   呃 如果 我 又 用不完 可以 到 下个月 一区 啊
您好 兴 为您服务 网上银行 也 是 可以 办理   唉 是 这 样子 的 我 七月份 要 去 国外 旅游 我 想 问 一下 有 什么 密码 就是说 就是 优惠 的 就是 到 国外 流量 用 那个 比较 便宜 点 的 吗   自选 国家   啊 是 巴黎 岛 巴厘岛
很 高兴 为您服务   哎 我 想 问 一下 我 现在 这个 幺 八二 手机 有 一个 宽带 嘛 这个 宽带 呢 我 想 问 一下 如果 现在 是 一个月 多少 钱 啊 呃 就 这个 手机号码 办 的 宽带 对 吗 我 看 一下 啊 就是 幺 八二   宽带 的话 你 办 的 是 一个 和 家庭 然后 每个 月 的 宽带 资费 是 八十八   呃 现在 是 八十八 如 呃 什么 时候 到期 啊 宽带 我 看
您好 很 高兴 为您服务   唉 先生 你好 就是 我 问 一下 你们 家 那个 宽带 那个 我 想 问 现在 的 宽带 是 那个 这么 收费 的   是 这个 手机号码 办理 的 宽带 和 地址 吗   唉 对 对 之前 之前 好像 是 参加 你们 有 什么 活动 送 的
您好 很 高兴 为您服务   喂 你好 那个 我 这 手机 上面 有 一个 那个 高清 语音 通话 现在 是 怎么 计算 的   呃 这个 套餐 是 送 您 两百 分钟 就是 您 要 在 四 g 网络 下 啊 打电话 出去 打 那种 手机 座机 都 可以 的 就是 那种 噢 短号 就 不用 幺 幺 零 幺 二 零 这个 短号 不 可以 分钟 手机 座机 反正 打 过去 都 是 在 这个 在 四 g 网络 下 就 可以 在 这个 两百 分钟 里面 扣 然后   它 这 就是 送 的 是 吧 还是
您好 很 高兴 为您服务 嗯   喂   啊 您好   啊 喂 你好 我 想 问 一下 因为 我 我 我 我 的 那个 幺 零零 八六 那个 呃 不 就 官 网上 看到 你们 这个 宽带 可以 怎么 算
为您服务   唉 你 帮 我 看 一下 本 机号码 的 那个 套餐 套餐 那个 那个 费用 是 多少 的   刚才 你 每个 月 是 十八元 的 套餐 十八 每月 有 一 百兆 流量   张 八元
您好 兴 服务   喂 你好 我 想 知道 一下 噢 手机号码 停机 保号 的话 一个月 交 多少 钱   保号 停机 它 是 停满 一个整 的 自然 月 收取 您 五块 钱 功能 费   功能 费 什么 功能 就是说 这个 八块
您好 很 高兴 服务   唉 小姐 你好 哎 我 想 问 一下 哈 就 现在 中国移动 就是 打 美国 的 那个 长途 呃 是 什么 收费 的 呀   如果 您 开通 国际 长话 功能 之后 使用 幺 七 九五 幺 加 零零 国家 代码 对方 手机号码 打 过去 三毛 九 一分钟 但是 您 开 的 时候 必须 余额 大于 两百元 才能 开 现在 系统 提示 您 余额 不够 开 不了 的   噢 就 说 我存 两百块 钱 进去 是 吧 让 我 打电话 取消 再办 再 办 是 吧 呃 就 呃 是 就是 先打 那个 幺
您好 请 讲   喂 你好 你 帮 我查 一下 我 那个 月租 是不是 四十八 的 嗯   月租 是 四十八 的   然后 还有 什么 好像 还要 减 二十块 钱 的 那个 什么 费用 你 看 是 什么 费用
五百 好 的   您好 很 高兴 为您服务   唉 喂 你好 不要 不要 手机号 对 吧 里面 有 一个 叫 什么 就是 那个 呃 有 一个 三千 分钟 的 一个 就是 什么 一个 什么 一个 通话 的 这个 就是 我 想 问 一下 呃 我 每个 月 上 付钱 的 对 吧 我 使   三千 分钟 对 吧 我 看 一下 啊 请稍等
您好 请 讲   喂 你好   嗯 你好   我 想 请问 一下 那个 增值 业务费 是 做 什么 的
您好 很 高兴 为您服务   你 帮 我查 一下 套餐 外 的 打电话 的 资费 是 多少 钱 一分钟   一毛 九 一分钟   一毛 九
为您服务   你好 我 那个 刚刚 办理 办理 了 一个 套餐 是 在 那个 你们 官网 ipp 上   恩   办 了 一个 二百三十八 元 的 套餐 我 想 咨询 一下 就是 我 这个 办理 之后 的 流量 一个月 是 多少 钱
您好 很 高兴 为您服务   喂 你好   你好   呃 我 想 问 一下 就是 噢 咱们 移动 这边 办 宽带 是 怎么 收费 的
您好 很 高兴 为您服务   嗯 嗯 充 了 不是 对 就是 四 g 自选 套餐 那个   活动 吗 嗯 嗯   老 用户 可以
您好 很 高兴 为您服务   呃 我 想 问 一下 就是 我前 几天 买 的 那个 呃 流量 吗   嗯 嗯   超 清零 的 我付 的 是 二十九 块
您好 很 高兴 服务 唉 你好 你好 你好 我 想 问 一下 就是 我 需要 想 开通 一个 就是说 比如 呃 别人 给 我 打过 一次 电话 然后 的话 挂 完 之后 然后 我 这个 自动 短信 给 他 发 发送 一个 短信 就是 是 你 每天 开心 这种 多少 钱   嗯 没有 的 现在 没有 这样 的 服务 的   那 为什么 其他人 有 啊   其他人 是 上海 移动 号码 吗
高兴 为您服务   哎 你好 我 想 问 一下 就是 那个 我 如果 要 开通 好像 我 那个 差不多 不充 话费 一样 的 要 办理 什么 手续 吗   你 要 开通 话 可以 那么 就 需要 多方 通话 了   啊 对 的
您好 很 高兴 服务   唉 你好 呃 我 想 问 一下 我 那个 手机 的 费用 现在 比较 高 我 问 一下 我 现在 电话费 自己 打电话 多少 钱 通话 主要 的 费用 在 哪里   您 现在 打 本地 电话 一毛钱 一分钟 本地 接听 免费 出 上海 之后 打六毛接 四毛 一分钟   嗯 那 我 知道 那 你 帮 我查 一下 我 现在 上个月 呃 的 账单 最近 账单 我 觉得 不 对 吧 但是 费用 话费 一下 你 看 这么 高 这个 话费 多 还是 流量 呢
您好 很 高兴 为您服务 您好   唉 你好   唉 您好   我 现在 套餐 包月 套餐 是 七十八 元 对 吧
高兴 服务 您好 请 讲   你 给 我查 一下 我 这个 月 的 用 的 那个 费用 是 怎么 算 的 你 看看   费用 对 吧 自动 这 详单 明细 我们 看不出来 的 先生 但是 您 的 固定 费是 一百五十 八 一个月 五百 分钟 通话 两个 g 的 流量   我 知道 我 我 我 怎么 加 了 一个 流量 加 那个 三十块 钱 怎么 现在 还是 扣 我 的 以外
再 加一点 您好 很 高兴 为您服务   唉 喂 你好 唉 你好 我 想 问 一下 这个 一号 这个 流量 超过 了 到时候 怎么 算 的   本地 流量 啊 就是说 流量 那个 问题 是 吗 哎 唉 先生 那 很 抱歉 我 这边 是 查询 不到 流量 呢 您 可以 拨打 这个 幺 零零 八六 幺 幺 呀 它 是 直接 挂机 之后 它 是 流量 直接 下发 到 你 那个   不是 不是 不是 我 我 的 意思 是 说 是 就 想 问 一下 您 这个 流量 超出 部分 是 怎么 去 计算 费用
很 高兴 为您服务 您好 很 高兴 为您服务   对   帮 您   你 帮 我 这个 流量 用 完 了
您好 很 高兴 服务 哎 哎 那 女士 我 就 想 问 一下 我 老客户 号 打 过来 电话 我 我 接听 是 免费 的 吗   全国 接听 都 是 免费   嗯 嗯 全国 开 了 二 周一   您 接听 是 免费 的
