请 您好 请 说   本 机要 申请 宽带 呃 先 新装 的 吗 是 吗   您 不用 挂 电话 我 帮 您 转到 宽带 专家 这边 给 您 做 申请 一下 我们 专家 为您服务
您好 很 高兴 为您服务   但是 今天 区别 是 一样 的 哪个 先 到期 那个 先 抵扣 的   到期
您好 很 高兴 为您服务   就 您 带 好 您 机主 带 好 身份证 原件 快点 去 营业厅 注销 您 今天 就 去 因为 明天 注销 的话 要收 月租 了   在 就 不能 用 了 对
很 高兴 为您服务   领取   但是 就是 本地 流量 只能 在 上海 本地 使用 的
您好 很 高兴 为您服务   我 这边 可以 帮 您 取消 要 取消 吗   好 密码 知道 吗
您好 很 高兴 为您服务   请 说   对 话费 通过 短信 来换 就行了 四千 一百七十 分换 五十块 帮 您 兑换 代码 发给您 一下 四千 一百七十 分 可以 换 五十元 发 一个 短消息
您好 很 高兴 为您服务   是 您 宽带 要换 地址 是 吧   呃 换 地址 的话 那 您 这个 要 去 移动 营业厅 办理 移机 的 您 是 要 移到 哪里 我 先 帮 您 看 一下 咨询 情况
您好 请 讲   是 登记 是 单位 户名 嘛 呃 那 要 带 好 营业执照 对 营业执照 还要 带 好 介绍信 和 他 进行 再 自己 作为 他 去 办 吗 对 带 好 经办人 的 身份证 这样 东西   不要 但是 你 介绍信 上 盖章 的 啊
呃 积分换 话费 是 吧   噢 积分换 流量 八百 四十 积分 可以 兑一 百兆 的 流量 我 可以 把 那个 兑换 方式 发给您 对 一下 备 成功 回 确认 短信 给 到 您 的   我 把 兑换 方式 发给您 吧 可以 对 州市 的 您 可以 对 两 百兆 什么 的 可以 对 的
您好 很 高兴 为您服务   我 这边 听 不 清楚 我 这 现在 有 问题 三个 字 什么 有 问题   信号 不太好 呀 走动 一下 好 吗 听不清 唉
您好 兴 为您服务   您好 有 什么 可以 帮 您   家庭 畅想 吗 它 现在 您 说 的 是 办理 宽带 它 切换 到 它 切换 到 另外 一个 业务 了
您好 很 高兴 为您服务   噢 您 是 代办 对 吧   呃 它 也 是 上海 号码 吗 在 上海 号码 吗 那 如果 是 谁 登记 的 是 她 自己 登记 的 对 他 自己 登记 的 那 就 带 好 她 的 身份证 原件 或者 您 自己 的 身份证 原件 然后 需要 他 这边 写 一份 那个 委托书 给 您 就 可以
您好 很 高兴 为您服务   哎 对 了 要 挂失 吗 是 是 上海 移动 号码 吗 对 啊 上海 的 不要 挂要 需要 挂失 吗 要 挂失 号码 请报 一下   挂失 或者 不 挂失 都 可以 带 身份证 到 营业厅 补卡 挂失 没关系
您好 很 高兴 为您服务   呃 宽带 到期 了 不想 续费 了 是 吧 这 是 校园 宽带 您 到时候 带 好 身份证 原件 去 营业厅 办理 注销   身份证 的 手机 跟 身份证号 身份证 原件
您好 高兴 为您服务   嗯   那个 流量 是 吧
您好 很 高兴 为您服务   但是 手机 上错 了 几位 数字 是 全球通   你 确定 号码 被 销户 了 吗
您好 很 高兴 为您服务   比如说 是 流量 是 吧 稍 等 所以 这个 月 不够 临时 加 一个 流量 吗   啊 对 它 是 一个 流量 包狂 活动 就是 根据 您 的 套餐 您 费用 可以 不变 还是 一百五十 八 然后 套餐 五百 分钟 通话 流量 的 是 套餐 里面 给 您 是 三个 g 活动 再 送 三个 g 总共 六个 g 都 是 国内 流量 需要 办理 吗 办理 事项 我 影响
您好 很 高兴 为您服务   呃 呃 不是 您 这边 是 要 开通 什么 功能   电费 是 要 收费 的 一毛钱 一兆
您好 很 高兴 为您服务   您 可以 帮 您 下 安装 宽带 地址 报 一下 我 给 您 查 一下 您 这边 能 不能 装   就是 上面 去
为 您 服   恩 你好   是 办 我们 移动 宽带 嘛
服务   积分 是 吧 可以 发送 短信 f 两个 字母 发到 幺 零零 八六 进行 查询   对 就是
您好 很 高兴 为您服务   查 一下 啊 十一月份 的 那 现在 可以 发给您 了 您 的 服务 密码 知道 吗 我 帮 您 开通   请 根据 语音 提示 输下 密码 好 的 密码 验证 成功 那 我 这边 默认 是 发送到 您 手机号码 艾特 幺 三 九点 com 这个 邮箱 可以 吗
您好 很 高兴 为您服务   宽带 到期 了 停掉 是 吗 那 您 直接 带 好 身份证 原件 七 今天 今天 最后 一天 了 今天 就要 去 办理 了 是 奉贤区 的 是 在 哪家 移动 营业厅 都 可以 办 的   还是 有 设备 您 这个 不用 带 的 设备 不用 担带 身份证 去 办理 对 退订 就 好 了
您好 很 高兴 为您服务   您 什么 地方 要 办 呢   大 北街 大小 的 大版 呢
您好 很 高兴 为您服务   欧洲 的话 帮 您 开 国际漫游 就行了 国际漫游 的话 开通 是 没有 功能 费 的 有效期 有 最 短 的 三十天 然后 还有 一百八十 天 没有 长期 的   就是 即时 生效 的 他 生效 的 所以 我们 发给您 了
你好 请问   噢 那 这 手机 的 服务 密码 有 吗   就 办 一张 卡 应该 给 过 一张 密码 卡 六位数 的 一个 密码 的
您好 兴 为您服务 您好   你好 唉   恩
您好 很 高兴 为您服务   四 短信 现在 我们 前台 不能 恢复 了 它 是 要 您 登录 上海 移动 网上 营业厅 要 签订 一下 客户 承诺书 才能 恢复   现在 是 要 登录 上海 移动 网上 营业厅 签订 客户 承诺书 呃 我 把 王志 路径 发给您 请 您 用 电脑 登录 签订 一下
您好 很 高兴 为您服务   国际漫游 我们 开通 一个 三十天 有效期 三十天 以后 自动 关闭 的   网
您好 很 高兴 为 您   呃 手机号 报 那个 小模 卡 号码 报   幺
您好 很 高兴   嗯 嗯   带 本人 身份证 去 上海 移动 营业厅 才能 销户
您好 我 是 预处理 专席 代表 很 高兴 为您服务 您好 联系 要求 办理 国际漫游   那 这样 的 小姐 有 什么 给 您 带来 不便 非常 抱歉 我 看 您 这个 号码 密码 验证 过 登记 的 名字 您 报 一下 好 嘛   登记 的 姓名 请报 一下
您好 高兴 您 服务   加 流量   您 要 加多少 流量 呢
您好 很 高兴 为您服务   请 说 听 得到 的   噢 对 的 因为 您 套餐 嗯 您 是 五十八 的 飞享 套餐 里面 就是 包含 一百 分钟 通话 和 五百 兆 流量 没有 另外 送 的
您好 很 高兴 为您服务   固定 电话号码 能 不能 报 一下   嗯 嗯
